CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2010
"Município";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"POLICLINICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"PRONTO SOCORRO TRAUMATO-ORTOPEDICO (ANTIGO)";"Total"
"420830 Itapema";1;-;1;-;8;-;16;29;-;-;-;1;-;-;1;-;-;-;1;1;-;9;2;-;1;-;-;-;71
"420840 Itapiranga";-;-;-;-;6;-;3;12;-;-;-;1;-;-;-;-;-;-;-;2;-;3;-;-;-;-;-;-;27
"420845 Itapoá";-;-;-;-;5;-;2;2;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;-;13
"420850 Ituporanga";-;-;-;-;8;-;3;11;-;-;-;1;-;-;1;-;-;-;-;2;-;3;1;-;2;-;-;-;32
"420860 Jaborá";-;-;-;-;1;-;1;3;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;9
"420870 Jacinto Machado";-;-;-;-;3;-;2;9;-;-;-;1;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;19
"420880 Jaguaruna";-;-;-;-;5;-;1;10;-;-;-;1;-;-;-;3;-;-;-;1;-;3;-;-;-;-;-;-;24
"420890 Jaraguá do Sul";-;-;1;-;12;-;37;320;1;2;-;2;-;-;26;9;-;-;-;2;-;10;1;-;2;-;-;-;425
"420895 Jardinópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
"420900 Joaçaba";-;-;1;-;8;-;61;104;1;-;-;2;-;-;-;2;-;-;-;2;-;9;-;-;1;-;-;-;191
"420910 Joinville";-;1;4;-;62;-;225;505;-;1;1;6;2;-;13;-;3;-;-;2;-;117;1;-;8;-;3;-;954
"420915 José Boiteux";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;3
"420917 Jupiá";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"420920 Lacerdópolis";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;4
"420930 Lages";-;-;3;-;29;-;43;332;-;1;1;2;-;-;3;-;-;1;1;2;-;45;2;2;1;-;1;-;469
"420940 Laguna";-;-;1;-;14;-;8;27;-;-;-;1;-;-;3;-;-;-;-;2;-;7;2;-;2;-;-;-;67
"420945 Lajeado Grande";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"420950 Laurentino";-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;8
"420960 Lauro Muller";-;-;-;-;6;-;5;4;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;18
"420970 Lebon Régis";-;-;-;-;1;-;2;-;-;-;-;1;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;8
"420980 Leoberto Leal";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"420985 Lindóia do Sul";-;-;-;-;1;-;-;3;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;7
"420990 Lontras";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"421000 Luiz Alves";-;-;-;-;6;-;-;6;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;15
"421003 Luzerna";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;5
"421005 Macieira";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"421010 Mafra";-;-;1;-;2;-;14;32;-;-;1;1;1;-;1;12;-;-;1;2;-;5;-;-;1;-;-;-;74
"421020 Major Gercino";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;4
"421030 Major Vieira";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"421040 Maracajá";-;-;-;-;2;-;2;1;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;9
"421050 Maravilha";-;-;1;-;5;-;3;27;-;-;-;1;-;-;-;-;-;-;-;2;-;6;-;-;1;-;-;-;46
"421055 Marema";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421060 Massaranduba";-;-;-;-;4;-;2;13;-;-;-;-;-;-;1;-;-;-;1;1;-;2;-;-;1;-;-;-;25
"421070 Matos Costa";-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;6
"421080 Meleiro";-;-;-;-;1;-;4;3;-;-;-;1;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;15
"421085 Mirim Doce";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"421090 Modelo";-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;-;8
"421100 Mondaí";-;-;-;-;3;-;5;4;-;-;-;1;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;-;17
"421105 Monte Carlo";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;8
"421110 Monte Castelo";-;-;-;-;4;-;2;2;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;11
"421120 Morro da Fumaça";-;-;-;-;4;-;2;2;-;-;-;1;-;-;-;6;1;-;-;1;-;2;-;-;-;-;-;-;19
"421125 Morro Grande";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;-;7
"421130 Navegantes";-;-;1;-;19;1;15;31;-;-;-;1;-;-;-;-;-;-;-;1;-;5;1;-;1;-;-;-;76
"421140 Nova Erechim";-;-;-;-;1;-;1;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"421145 Nova Itaberaba";-;-;-;-;1;-;1;3;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;8
"421150 Nova Trento";-;-;-;-;5;-;2;5;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;-;17
"421160 Nova Veneza";-;-;-;-;4;-;7;5;-;-;-;1;1;-;-;6;-;-;-;1;-;-;1;-;-;-;-;-;26
"421165 Novo Horizonte";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421170 Orleans";-;-;1;-;10;-;9;7;-;-;-;1;-;-;2;-;-;-;-;1;-;4;1;-;1;-;-;-;37
"421175 Otacílio Costa";-;-;-;-;3;-;3;7;-;-;-;1;-;-;1;2;-;-;-;1;-;4;-;-;-;-;-;-;22
"421180 Ouro";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"421185 Ouro Verde";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;4
"421187 Paial";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"421189 Painel";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421190 Palhoça";-;-;1;-;19;-;8;10;-;-;-;2;-;-;1;-;-;-;1;1;-;7;-;-;1;-;-;-;51
"421200 Palma Sola";-;-;-;-;1;-;1;8;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;14
"421205 Palmeira";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4
"421210 Palmitos";-;-;1;-;2;-;2;11;-;-;-;1;-;-;-;3;-;-;-;2;-;3;-;-;-;-;-;-;25
"421220 Papanduva";-;-;1;-;1;-;1;11;-;-;-;1;-;-;1;5;-;-;-;1;-;-;1;-;1;-;-;-;24
"421223 Paraíso";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"421225 Passo de Torres";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;5
"421227 Passos Maia";-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;7
"421230 Paulo Lopes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;5
"421240 Pedras Grandes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;1;-;-;-;-;-;8
"421250 Penha";-;-;-;-;8;-;1;14;-;-;-;1;1;-;-;2;-;-;-;1;-;2;1;-;-;-;-;-;31
"421260 Peritiba";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4
"421270 Petrolândia";-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;9
"421290 Pinhalzinho";-;-;-;-;3;-;3;44;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;1;-;55
"421300 Pinheiro Preto";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;4
"421310 Piratuba";-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;7
"421315 Planalto Alegre";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"421320 Pomerode";-;-;-;-;8;-;9;11;-;-;-;1;-;-;2;-;-;-;-;1;-;3;-;-;-;-;-;-;35
"421330 Ponte Alta";-;-;-;-;1;-;1;2;-;-;-;1;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;10
"421335 Ponte Alta do Norte";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"421340 Ponte Serrada";-;-;-;-;1;-;4;5;-;-;-;1;-;-;-;2;-;-;-;1;-;4;-;-;1;-;-;-;19
"421350 Porto Belo";-;-;-;-;7;-;2;4;-;-;-;-;-;-;1;1;-;-;-;1;-;1;-;-;-;-;-;-;17
"421360 Porto União";-;-;1;-;6;-;4;47;-;-;-;1;-;-;1;5;1;-;-;1;-;2;-;-;1;-;-;-;70
"421370 Pouso Redondo";-;-;-;-;5;-;2;5;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;-;17
"421380 Praia Grande";-;-;-;-;2;-;-;5;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;10
"421390 Presidente Castello Branco";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;3
"421400 Presidente Getúlio";-;-;-;-;7;-;2;11;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;23
"421410 Presidente Nereu";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421415 Princesa";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
"421420 Quilombo";-;-;1;-;2;-;2;6;-;-;-;1;-;-;-;2;-;-;-;1;-;3;-;-;1;-;-;-;19
"421430 Rancho Queimado";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;4
"421440 Rio das Antas";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"421450 Rio do Campo";-;-;-;-;2;-;-;2;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;7
"421460 Rio do Oeste";-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;7
"421480 Rio do Sul";-;-;1;-;18;-;32;145;-;-;-;2;-;-;-;1;-;-;-;2;-;15;1;-;1;-;2;-;220
"421470 Rio dos Cedros";-;-;-;-;1;-;-;3;-;1;-;1;-;-;-;3;-;-;-;1;-;2;-;-;-;-;-;-;12
"421490 Rio Fortuna";-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;6
"421500 Rio Negrinho";-;-;1;-;8;-;3;49;-;-;-;1;-;-;-;3;-;-;1;1;-;12;-;-;1;-;-;-;80
"421505 Rio Rufino";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421507 Riqueza";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;5
"421510 Rodeio";-;-;-;-;2;-;2;7;-;-;-;-;-;-;1;4;-;-;-;1;-;2;-;-;-;-;-;-;19
"421520 Romelândia";-;-;-;-;1;-;3;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"421530 Salete";-;-;-;-;3;-;-;4;-;-;-;1;-;-;-;5;-;-;-;1;-;3;-;-;-;-;-;-;17
"421535 Saltinho";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421540 Salto Veloso";-;-;-;-;1;-;1;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"421545 Sangão";-;-;-;-;5;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;9
"421550 Santa Cecília";-;-;-;-;1;-;3;1;-;-;-;2;-;-;2;9;-;-;-;1;-;-;-;-;-;-;-;-;19
"421555 Santa Helena";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421560 Santa Rosa de Lima";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421565 Santa Rosa do Sul";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;10
"421567 Santa Terezinha";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"421568 Santa Terezinha do Progresso";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421569 Santiago do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421570 Santo Amaro da Imperatriz";-;-;-;-;3;-;1;15;-;-;-;1;-;-;1;-;-;-;-;1;-;2;-;-;2;-;-;-;26
"421580 São Bento do Sul";-;-;-;-;6;-;33;78;-;-;-;1;-;-;1;10;-;-;-;1;-;12;2;-;2;-;2;-;148
"421575 São Bernardino";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421590 São Bonifácio";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4
"421600 São Carlos";-;-;-;-;3;-;2;6;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;15
"421605 São Cristovão do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421610 São Domingos";-;-;-;-;2;-;2;5;-;-;-;-;-;-;-;5;-;-;-;1;-;2;-;1;1;-;-;-;19
"421620 São Francisco do Sul";-;-;1;-;8;-;3;28;-;-;-;1;-;-;1;12;1;-;-;1;-;9;-;-;1;-;-;-;66
"421630 São João Batista";-;-;-;-;3;-;4;9;-;-;-;1;-;-;-;6;-;-;-;1;-;-;-;-;1;-;-;-;25
"421635 São João do Itaperiú";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"421625 São João do Oeste";-;-;-;-;1;-;1;2;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;7
"421640 São João do Sul";-;-;-;-;4;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;8
"421650 São Joaquim";-;-;1;-;1;-;2;24;-;-;-;1;-;-;-;6;-;-;-;1;-;4;-;-;-;-;-;-;40
"421660 São José";-;-;-;-;20;1;26;45;-;-;4;2;-;-;4;3;-;-;-;2;-;19;1;-;3;-;2;-;132
"421670 São José do Cedro";-;-;-;-;2;-;2;11;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;18
"421680 São José do Cerrito";-;-;-;-;2;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;7
"421690 São Lourenço do Oeste";-;-;1;-;7;-;5;36;-;-;-;1;-;-;-;-;-;-;-;2;-;3;-;-;1;-;-;-;56
"421700 São Ludgero";-;-;-;-;3;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;9
"421710 São Martinho";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;8
"421715 São Miguel da Boa Vista";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421720 São Miguel do Oeste";-;-;1;-;10;-;15;84;-;-;-;3;-;-;-;-;-;-;-;2;-;13;-;-;1;-;-;-;129
"421725 São Pedro de Alcântara";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"421730 Saudades";-;-;-;-;2;-;-;8;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;12
"421740 Schroeder";-;-;-;-;4;-;1;6;-;-;-;-;-;-;1;-;-;-;-;1;-;2;-;-;-;-;1;-;16
"421750 Seara";-;-;-;-;5;-;1;16;-;-;-;1;-;-;-;6;-;-;-;2;-;4;1;-;-;-;-;-;36
"421755 Serra Alta";-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"421760 Siderópolis";-;-;1;-;5;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;10
"421770 Sombrio";-;-;-;-;6;-;6;9;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;23
"421775 Sul Brasil";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421780 Taió";-;-;-;-;7;-;2;12;-;-;-;1;-;-;-;-;1;-;-;2;-;2;-;-;-;-;-;-;27
"421790 Tangará";-;-;-;-;1;-;3;5;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;12
"421795 Tigrinhos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421800 Tijucas";-;-;-;-;4;-;6;13;-;-;-;1;-;-;3;8;-;-;-;1;-;2;-;-;1;-;-;-;39
"421810 Timbé do Sul";-;-;-;-;3;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"421820 Timbó";-;-;1;-;10;-;14;47;-;-;-;2;-;-;2;-;1;-;-;2;-;6;-;-;1;-;-;-;86
"421825 Timbó Grande";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4
"421830 Três Barras";-;-;1;-;2;-;-;2;-;-;-;1;-;-;-;4;-;-;1;-;-;1;1;-;1;-;-;-;14
"421835 Treviso";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"421840 Treze de Maio";-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;7
"421850 Treze Tílias";-;-;-;-;2;-;-;7;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;13
"421860 Trombudo Central";-;-;-;-;2;-;2;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;13
"421870 Tubarão";-;-;2;-;30;-;49;111;-;-;-;2;-;-;2;-;-;-;-;2;-;9;-;-;2;-;-;-;209
"421875 Tunápolis";-;-;-;-;2;-;1;5;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;11
"421880 Turvo";-;-;-;-;2;-;6;10;-;-;-;1;-;-;-;3;-;-;-;1;-;2;1;-;-;-;-;-;26
"421885 União do Oeste";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421890 Urubici";-;-;-;-;4;-;1;9;-;-;-;1;-;-;-;1;-;-;-;1;-;3;-;-;-;-;-;-;20
"421895 Urupema";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421900 Urussanga";-;-;-;-;9;-;4;15;-;-;1;-;-;-;2;1;-;-;-;1;-;2;-;-;-;-;2;-;37
"421910 Vargeão";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;6
"421915 Vargem";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
"421917 Vargem Bonita";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;5;-;-;-;1;-;1;-;-;-;-;-;-;9
"421920 Vidal Ramos";-;-;-;-;1;-;-;8;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;13
"421930 Videira";-;-;1;-;14;-;8;77;-;-;-;2;-;-;13;-;-;-;-;2;-;1;-;-;-;-;2;-;120
"421935 Vitor Meireles";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"421940 Witmarsum";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"421950 Xanxerê";-;-;1;-;10;-;25;92;-;-;-;1;-;-;5;3;-;-;-;2;-;10;1;-;1;-;1;-;152
"421960 Xavantina";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;5;-;-;-;1;-;1;-;-;-;-;-;-;10
"421970 Xaxim";-;-;1;-;10;-;1;33;-;-;-;1;-;-;1;-;-;-;-;1;-;5;1;-;1;-;-;-;55
"421985 Zortéa";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"430003 Aceguá";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"430005 Água Santa";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"430010 Agudo";-;-;-;-;3;-;2;4;-;-;-;1;-;-;-;3;-;-;-;-;-;3;-;-;-;-;-;-;16
"430020 Ajuricaba";-;-;-;-;2;-;3;4;-;-;-;1;-;-;2;1;-;-;-;-;-;1;-;-;-;-;-;-;14
"430030 Alecrim";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;1;-;2;-;-;-;-;-;-;8
"430040 Alegrete";-;-;3;-;20;-;11;65;-;-;-;1;-;-;-;2;-;-;1;2;-;10;1;-;-;-;-;-;116
"430045 Alegria";-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"430047 Almirante Tamandaré do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;5
"430050 Alpestre";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;6
"430055 Alto Alegre";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430057 Alto Feliz";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"430060 Alvorada";-;-;4;-;14;-;8;13;-;-;-;1;-;-;5;1;-;-;-;-;-;5;1;-;1;-;2;-;55
"430063 Amaral Ferrador";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;1;-;6
"430064 Ametista do Sul";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;4
"430066 André da Rocha";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430070 Anta Gorda";-;-;-;-;1;-;3;7;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;15
"430080 Antônio Prado";-;-;-;-;2;-;5;16;-;-;-;1;-;-;-;2;-;-;-;1;-;3;-;-;-;-;-;-;30
"430085 Arambaré";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;3
"430087 Araricá";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"430090 Aratiba";-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;6
"430100 Arroio do Meio";-;-;-;-;1;-;4;20;-;-;-;1;-;-;-;5;-;-;-;1;-;2;-;-;-;-;1;-;35
"430107 Arroio do Padre";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
"430105 Arroio do Sal";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;7
"430120 Arroio do Tigre";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;3;-;-;-;1;-;2;-;-;-;-;-;-;10
"430110 Arroio dos Ratos";-;-;-;-;4;-;3;7;-;-;-;2;-;-;1;-;-;-;-;1;-;2;-;-;-;-;-;-;20
