CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2019
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"315500 Rio Doce";-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315520 Rio Espera";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;6
"315530 Rio Manso";-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"315540 Rio Novo";-;-;-;-;-;1;-;4;-;-;2;4;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;15
"315550 Rio Paranaíba";1;-;-;-;-;-;-;4;-;-;1;5;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;19
"315560 Rio Pardo de Minas";1;-;-;-;-;1;-;11;-;-;2;-;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;4;-;-;1;-;2;-;-;27
"315570 Rio Piracicaba";-;-;-;-;-;-;-;3;-;-;3;8;-;2;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;23
"315580 Rio Pomba";2;-;-;-;-;1;-;7;-;-;8;10;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;35
"315590 Rio Preto";-;-;-;-;-;-;-;2;-;-;2;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;9
"315600 Rio Vermelho";1;-;-;-;-;1;-;4;-;-;-;2;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;15
"315610 Ritápolis";-;-;-;-;-;-;-;2;-;-;2;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;9
"315620 Rochedo de Minas";-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"315630 Rodeiro";-;-;-;-;-;-;-;4;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;10
"315640 Romaria";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"315645 Rosário da Limeira";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;6
"315650 Rubelita";1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;10
"315660 Rubim";1;-;-;-;-;1;-;4;-;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;12
"315670 Sabará";-;1;-;-;-;2;-;18;-;-;17;35;-;-;-;2;-;-;-;-;-;1;1;-;-;1;-;-;-;3;2;-;1;-;1;-;-;85
"315680 Sabinópolis";1;-;-;-;-;-;-;6;-;-;3;7;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;23
"315690 Sacramento";1;-;-;-;-;1;-;8;-;-;7;24;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;6;1;-;-;-;1;-;2;55
"315700 Salinas";1;1;-;-;-;2;-;13;-;-;29;15;-;1;-;2;-;-;-;-;-;-;1;-;-;1;-;-;-;11;1;-;1;-;-;-;-;79
"315710 Salto da Divisa";1;-;-;-;-;-;-;3;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;10
"315720 Santa Bárbara";-;-;-;-;-;1;-;9;-;-;9;31;-;2;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;60
"315725 Santa Bárbara do Leste";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315727 Santa Bárbara do Monte Verde";-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"315730 Santa Bárbara do Tugúrio";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"315733 Santa Cruz de Minas";-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;8
"315737 Santa Cruz de Salinas";-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"315740 Santa Cruz do Escalvado";-;-;-;-;-;-;-;2;-;-;-;2;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;10
"315750 Santa Efigênia de Minas";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315760 Santa Fé de Minas";-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;6
"315765 Santa Helena de Minas";-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;6
"315770 Santa Juliana";-;-;-;-;-;-;-;1;-;-;4;10;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;22
"315780 Santa Luzia";-;-;-;-;-;4;-;26;-;-;54;45;1;2;-;1;-;-;1;1;-;-;1;-;-;1;-;-;-;11;-;-;2;-;-;-;-;150
"315790 Santa Margarida";1;-;-;-;-;1;-;2;-;-;-;4;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;20
"315800 Santa Maria de Itabira";-;-;-;-;-;-;-;3;-;-;2;4;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;13
"315810 Santa Maria do Salto";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;3
"315820 Santa Maria do Suaçuí";1;-;-;-;-;1;-;4;-;-;4;1;-;2;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;19
"315920 Santa Rita de Caldas";-;-;-;-;-;-;-;4;-;-;1;6;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;6;1;1;1;-;-;-;-;23
"315940 Santa Rita de Ibitipoca";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315930 Santa Rita de Jacutinga";-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"315935 Santa Rita de Minas";-;-;-;-;-;-;-;3;-;-;-;3;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;11
"315950 Santa Rita do Itueto";1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"315960 Santa Rita do Sapucaí";-;-;-;-;-;1;-;10;-;-;2;98;-;2;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;32;-;-;1;-;-;-;-;149
"315970 Santa Rosa da Serra";-;-;-;-;-;-;-;2;-;-;-;4;-;1;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"315980 Santa Vitória";1;-;-;-;-;1;-;6;-;-;3;5;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;6;-;-;1;-;-;-;-;27
"315830 Santana da Vargem";-;-;-;-;-;-;-;2;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;7
"315840 Santana de Cataguases";-;-;-;-;-;-;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"315850 Santana de Pirapama";-;-;-;-;-;-;-;3;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"315860 Santana do Deserto";-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"315870 Santana do Garambéu";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315880 Santana do Jacaré";-;-;-;-;-;-;-;3;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;8
"315890 Santana do Manhuaçu";1;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;10
"315895 Santana do Paraíso";-;-;-;-;-;1;-;12;-;-;4;1;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;24
"315900 Santana do Riacho";-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"315910 Santana dos Montes";-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315990 Santo Antônio do Amparo";-;1;-;-;-;1;-;6;-;-;3;10;-;3;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;-;32
"316000 Santo Antônio do Aventureiro";-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"316010 Santo Antônio do Grama";-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"316020 Santo Antônio do Itambé";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"316030 Santo Antônio do Jacinto";-;-;-;-;-;-;-;5;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;8
"316040 Santo Antônio do Monte";-;-;-;-;-;1;-;10;-;-;1;17;-;2;-;1;-;-;-;3;-;-;1;-;-;1;-;-;-;8;1;-;1;-;-;-;-;47
"316045 Santo Antônio do Retiro";1;-;-;-;-;-;-;4;-;-;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;12
"316050 Santo Antônio do Rio Abaixo";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316060 Santo Hipólito";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;5
"316070 Santos Dumont";-;-;-;-;-;1;-;10;-;-;7;28;-;-;-;1;-;-;-;1;-;6;-;-;-;1;-;-;-;12;-;-;2;-;-;-;-;69
"316080 São Bento Abade";-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316090 São Brás do Suaçuí";-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"316095 São Domingos das Dores";-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;7
"316100 São Domingos do Prata";-;-;-;-;-;1;-;2;-;-;2;6;-;1;-;1;-;-;-;1;-;4;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;22
"316105 São Félix de Minas";1;-;-;-;-;1;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"316110 São Francisco";1;-;-;-;-;1;-;14;-;-;2;10;-;-;-;1;-;-;-;1;-;6;-;-;-;1;-;-;-;6;2;-;1;-;-;-;-;46
"316120 São Francisco de Paula";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"316130 São Francisco de Sales";-;-;-;-;-;-;-;2;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;9
"316140 São Francisco do Glória";1;-;-;-;-;1;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"316150 São Geraldo";-;-;-;-;-;-;-;4;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"316160 São Geraldo da Piedade";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316165 São Geraldo do Baixio";1;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316170 São Gonçalo do Abaeté";-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;7
"316180 São Gonçalo do Pará";-;-;-;-;-;-;-;5;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"316190 São Gonçalo do Rio Abaixo";-;-;-;-;-;1;-;6;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;14
"312550 São Gonçalo do Rio Preto";-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;6
"316200 São Gonçalo do Sapucaí";-;-;-;-;-;1;-;6;-;-;11;31;-;1;-;1;-;-;-;1;-;3;-;-;-;1;-;-;-;6;-;-;1;-;-;-;-;63
"316210 São Gotardo";1;-;-;-;-;-;-;12;-;-;11;13;-;2;-;2;-;-;-;3;-;-;-;-;1;1;-;-;-;8;1;-;-;-;-;-;-;55
"316220 São João Batista do Glória";1;-;-;-;-;-;-;3;-;-;1;3;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;12
"316225 São João da Lagoa";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316230 São João da Mata";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;5
"316240 São João da Ponte";1;-;-;-;-;1;-;12;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;20
"316245 São João das Missões";-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6;-;2;-;-;-;-;-;-;-;15
"316250 São João del Rei";-;1;-;-;1;2;-;20;-;-;46;213;-;2;-;2;-;-;1;-;-;2;1;-;-;2;-;-;-;15;1;-;2;-;-;-;-;311
"316255 São João do Manhuaçu";1;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;14
"316257 São João do Manteninha";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"316260 São João do Oriente";-;-;-;-;-;-;-;4;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"316265 São João do Pacuí";1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"316270 São João do Paraíso";1;-;-;-;-;1;-;9;-;-;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;3;1;-;1;-;-;-;-;21
"316280 São João Evangelista";1;-;-;-;-;1;-;5;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;14
"316290 São João Nepomuceno";-;-;-;-;-;1;-;3;-;-;8;13;-;1;-;1;-;-;-;1;-;3;-;-;-;1;-;-;-;3;-;-;1;-;-;-;1;37
"316292 São Joaquim de Bicas";-;-;-;-;-;1;-;7;-;-;3;12;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;3;-;-;-;-;-;-;-;30
"316294 São José da Barra";-;-;-;-;-;-;-;2;-;-;2;9;-;1;-;-;-;-;-;1;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;20
"316295 São José da Lapa";-;-;-;-;-;-;-;7;-;-;1;10;-;1;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;23
"316300 São José da Safira";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316310 São José da Varginha";-;-;-;1;-;-;-;3;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"316320 São José do Alegre";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316330 São José do Divino";1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"316340 São José do Goiabal";-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316350 São José do Jacuri";2;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"316360 São José do Mantimento";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316370 São Lourenço";-;1;-;-;-;2;-;10;-;-;14;191;1;1;-;1;-;-;-;1;-;-;1;-;-;1;2;-;-;11;1;-;2;-;-;-;-;240
"316380 São Miguel do Anta";-;-;-;-;-;1;-;3;-;-;3;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;13
"316390 São Pedro da União";-;-;-;-;-;-;-;2;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;8
"316410 São Pedro do Suaçuí";1;-;-;-;-;-;-;4;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"316400 São Pedro dos Ferros";-;-;-;-;-;-;-;3;-;-;-;6;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;15
"316420 São Romão";1;-;-;-;-;-;-;6;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;1;-;-;-;-;12
"316430 São Roque de Minas";-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;2;1;-;1;-;-;-;-;13
"316440 São Sebastião da Bela Vista";1;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316443 São Sebastião da Vargem Alegre";-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"316447 São Sebastião do Anta";1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316450 São Sebastião do Maranhão";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;8
"316460 São Sebastião do Oeste";-;-;-;-;-;-;-;3;-;-;3;1;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;11
"316470 São Sebastião do Paraíso";-;-;-;-;-;3;-;21;-;-;14;124;-;-;1;1;1;-;-;-;-;1;1;-;2;1;-;-;-;11;1;-;1;-;-;-;-;183
"316480 São Sebastião do Rio Preto";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316490 São Sebastião do Rio Verde";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316520 São Thomé das Letras";-;-;-;1;-;-;-;4;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;10
"316500 São Tiago";-;-;-;-;-;-;-;3;-;-;4;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;12
"316510 São Tomás de Aquino";-;-;-;-;-;-;-;3;-;-;1;2;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;1;1;-;-;-;-;-;-;12
"316530 São Vicente de Minas";-;-;-;-;-;1;-;3;-;-;1;6;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;17
"316540 Sapucaí-Mirim";-;-;-;-;-;-;-;2;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"316550 Sardoá";-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"316553 Sarzedo";1;1;-;-;-;1;-;7;-;-;5;8;-;4;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;6;2;-;-;-;-;-;-;37
"316556 Sem-Peixe";1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"316557 Senador Amaral";-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"316560 Senador Cortes";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316570 Senador Firmino";-;-;-;1;-;1;-;3;-;-;1;2;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;13
"316580 Senador José Bento";-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316590 Senador Modestino Gonçalves";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316600 Senhora de Oliveira";1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"316610 Senhora do Porto";1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316620 Senhora dos Remédios";-;-;-;-;-;-;-;3;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"316630 Sericita";1;-;-;-;-;-;-;2;-;-;-;2;-;2;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;11
"316640 Seritinga";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316650 Serra Azul de Minas";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316660 Serra da Saudade";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316680 Serra do Salitre";-;-;-;-;-;-;-;3;-;-;3;9;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;21
"316670 Serra dos Aimorés";-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
