CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2018
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"510080 Apiacás";-;1;-;-;-;-;-;3;-;1;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;13
"510100 Araguaiana";-;1;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;6
"510120 Araguainha";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"510125 Araputanga";-;1;-;-;-;-;-;4;-;7;5;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;25
"510130 Arenápolis";-;-;1;1;-;-;-;4;-;2;6;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;3;-;-;-;-;-;-;-;20
"510140 Aripuanã";-;1;-;-;-;-;-;4;-;-;5;-;1;-;1;-;-;-;2;-;-;-;-;-;1;-;10;-;5;-;-;1;-;-;-;-;31
"510160 Barão de Melgaço";-;1;-;-;-;-;-;3;-;1;-;-;-;-;1;-;-;1;-;-;2;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;12
"510170 Barra do Bugres";-;1;-;1;1;1;-;7;-;8;9;-;2;-;1;-;-;-;2;-;2;1;-;-;1;-;1;-;4;-;-;-;-;-;-;-;42
"510180 Barra do Garças";-;-;-;-;1;2;-;18;-;38;59;-;20;-;3;-;-;-;2;-;4;1;-;-;2;4;8;-;4;1;-;-;-;-;-;-;167
"510185 Bom Jesus do Araguaia";-;1;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;4;-;-;-;-;-;-;-;12
"510190 Brasnorte";1;1;-;-;-;-;-;5;-;1;1;-;1;-;1;-;-;-;-;-;4;-;-;-;1;-;7;-;4;-;-;1;-;-;-;-;28
"510250 Cáceres";-;1;-;1;-;2;-;14;-;18;81;-;2;1;2;-;-;-;1;-;4;1;-;-;2;3;-;-;17;-;-;1;-;1;-;-;152
"510260 Campinápolis";-;1;-;-;-;1;-;3;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;5;-;-;-;-;-;-;1;-;-;15
"510263 Campo Novo do Parecis";-;1;-;-;-;-;-;7;-;9;15;-;2;1;1;-;-;1;-;-;1;-;-;-;1;-;3;-;3;-;-;1;-;-;-;-;46
"510267 Campo Verde";1;1;-;1;1;1;-;12;-;17;26;-;1;-;2;-;-;-;-;-;2;-;-;-;1;-;-;-;8;-;-;2;-;-;-;-;76
"510268 Campos de Júlio";1;1;-;-;-;-;-;2;-;6;10;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;26
"510269 Canabrava do Norte";-;1;-;1;-;-;-;2;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;10
"510270 Canarana";-;1;-;1;-;1;-;6;-;6;16;-;1;-;3;-;-;1;-;-;4;1;-;-;1;-;6;-;4;-;-;-;-;-;-;-;52
"510279 Carlinda";-;1;-;-;-;-;-;4;-;2;-;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;1;-;-;-;-;-;1;15
"510285 Castanheira";1;1;-;-;-;-;-;3;-;1;4;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;16
"510300 Chapada dos Guimarães";-;1;-;-;-;-;-;10;-;4;1;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;23
"510305 Cláudia";-;1;-;1;-;-;-;4;-;3;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"510310 Cocalinho";-;1;-;-;-;-;-;3;-;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"510320 Colíder";-;1;-;-;-;1;-;8;-;12;14;-;1;-;3;-;-;1;-;-;8;1;-;-;3;-;2;-;5;-;1;-;-;-;-;-;61
"510325 Colniza";-;1;-;-;-;-;-;5;-;1;1;-;1;-;3;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;17
"510330 Comodoro";1;1;-;-;1;-;-;6;-;2;5;-;1;-;1;-;-;-;-;-;6;-;-;1;1;-;-;-;6;-;-;-;-;-;-;-;32
"510335 Confresa";2;1;-;-;1;1;-;9;-;7;2;-;10;-;2;-;-;-;-;-;-;-;-;-;1;-;1;-;4;-;-;1;-;-;-;-;42
"510336 Conquista D'Oeste";-;1;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;3;1;-;-;-;-;-;-;11
"510337 Cotriguaçu";-;1;-;-;-;-;-;5;-;1;1;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;15
"510340 Cuiabá";-;2;1;2;2;5;-;86;1;282;960;15;2;8;18;2;1;-;6;-;2;6;-;-;3;4;3;-;140;-;-;18;-;2;1;-;1572
"510343 Curvelândia";-;1;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"510345 Denise";-;1;-;1;-;-;-;3;-;3;1;-;1;-;1;-;-;-;-;-;1;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;16
"510350 Diamantino";-;1;-;1;1;1;-;10;-;10;5;-;2;-;1;-;-;-;-;-;1;1;-;-;2;-;-;-;6;-;-;-;-;-;-;-;42
"510360 Dom Aquino";-;1;-;-;-;-;-;4;-;2;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"510370 Feliz Natal";-;1;-;-;-;-;-;3;-;2;4;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;4;-;3;-;-;-;-;-;-;-;20
"510380 Figueirópolis D'Oeste";-;1;-;1;-;-;-;1;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"510385 Gaúcha do Norte";-;1;-;-;-;-;-;3;-;1;3;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;10;-;1;-;-;-;-;-;-;-;23
"510390 General Carneiro";1;1;-;-;-;-;-;3;-;1;-;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;12
"510395 Glória D'Oeste";-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"510410 Guarantã do Norte";1;1;-;1;-;1;-;9;-;5;9;-;-;-;2;-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;33
"510420 Guiratinga";-;1;-;-;-;1;-;5;-;1;7;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;21
"510450 Indiavaí";-;1;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"510452 Ipiranga do Norte";1;1;-;-;-;-;-;2;-;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;11
"510454 Itanhangá";-;1;-;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;11
"510455 Itaúba";-;1;-;-;-;-;-;2;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"510460 Itiquira";1;1;-;-;-;-;-;5;-;2;7;-;5;-;1;-;-;1;-;-;-;-;-;1;1;-;-;-;-;2;-;-;-;-;-;-;27
"510480 Jaciara";1;1;-;-;1;1;-;8;-;13;17;-;1;-;2;-;-;1;-;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;-;53
"510490 Jangada";1;1;-;-;-;-;-;3;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;10
"510500 Jauru";1;1;-;-;1;-;-;4;-;2;3;-;1;-;1;-;-;1;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;19
"510510 Juara";-;1;-;1;1;1;-;8;-;8;20;-;1;-;3;-;-;1;-;-;6;-;-;-;2;-;4;-;7;-;-;-;-;-;-;-;64
"510515 Juína";-;1;-;-;1;1;-;12;-;10;31;-;1;-;4;-;-;1;1;-;2;1;-;-;2;-;4;-;5;-;-;2;-;-;-;-;79
"510517 Juruena";1;1;-;-;-;-;-;3;-;1;7;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;19
"510520 Juscimeira";1;1;-;-;-;-;-;4;-;3;-;-;1;-;2;-;-;1;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;17
"510523 Lambari D'Oeste";1;1;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"510525 Lucas do Rio Verde";-;1;-;1;-;1;-;16;-;9;88;-;1;-;1;1;-;-;-;-;-;1;-;-;1;1;-;-;12;-;-;-;-;1;-;-;135
"510530 Luciara";-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;5
"510558 Marcelândia";2;1;-;1;-;-;-;4;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;14
"510560 Matupá";1;1;-;1;-;-;-;5;-;3;6;-;-;-;2;-;-;-;1;-;2;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;25
"510562 Mirassol d'Oeste";-;-;-;-;-;1;-;7;-;6;28;-;1;-;2;-;-;-;1;-;3;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;55
"510590 Nobres";-;1;-;1;-;-;-;5;-;3;1;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;1;-;5;-;-;-;-;-;-;-;21
"510600 Nortelândia";-;1;-;-;-;-;-;4;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;10
"510610 Nossa Senhora do Livramento";1;1;-;-;-;-;-;3;-;1;-;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"510615 Nova Bandeirantes";1;1;-;-;-;-;-;4;-;3;5;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;21
"510620 Nova Brasilândia";-;1;-;-;-;-;-;2;-;2;1;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;12
"510621 Nova Canaã do Norte";-;1;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;1;-;-;3;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;13
"510880 Nova Guarita";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"510618 Nova Lacerda";1;1;-;1;-;-;-;3;-;2;-;-;1;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;13
"510885 Nova Marilândia";-;1;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;7
"510890 Nova Maringá";-;1;-;1;-;-;-;4;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"510895 Nova Monte Verde";-;1;-;-;-;-;-;3;-;2;-;-;1;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;12
"510622 Nova Mutum";-;1;-;2;-;1;-;10;-;17;47;-;2;-;1;-;-;-;-;-;2;1;-;-;1;-;-;-;17;-;-;1;-;-;-;-;103
"510617 Nova Nazaré";-;1;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;1;-;-;9
"510623 Nova Olímpia";1;1;-;-;-;-;-;5;-;1;3;-;1;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;19
"510619 Nova Santa Helena";1;1;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"510624 Nova Ubiratã";1;1;-;1;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;18
"510625 Nova Xavantina";-;1;-;-;-;1;-;5;-;3;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;15
"510627 Novo Horizonte do Norte";1;-;-;1;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;8
"510626 Novo Mundo";-;1;-;-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"510631 Novo Santo Antônio";-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"510628 Novo São Joaquim";-;1;-;-;-;-;-;4;-;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"510629 Paranaíta";-;1;-;-;-;-;-;4;-;3;3;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;16
"510630 Paranatinga";1;1;-;-;1;-;-;5;-;3;-;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;5;-;2;-;-;1;-;-;-;-;23
"510637 Pedra Preta";-;1;-;-;-;-;-;4;-;1;4;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;16
"510642 Peixoto de Azevedo";1;1;-;-;-;1;-;8;-;2;6;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;1;-;6;-;-;-;-;-;-;-;29
"510645 Planalto da Serra";-;1;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"510650 Poconé";1;1;-;1;1;1;-;8;-;6;1;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;4;-;-;1;-;-;-;-;29
"510665 Pontal do Araguaia";1;1;-;-;-;-;-;3;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;11
"510670 Ponte Branca";-;1;-;-;-;-;-;1;-;1;2;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"510675 Pontes e Lacerda";-;1;-;-;1;1;-;9;-;17;22;-;1;-;2;-;-;-;-;-;2;-;-;-;2;-;-;-;7;-;-;-;-;-;-;-;65
"510677 Porto Alegre do Norte";-;1;-;-;-;-;-;5;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;3;-;-;-;-;-;-;-;13
"510680 Porto dos Gaúchos";1;-;1;1;-;-;-;3;-;1;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;12
"510682 Porto Esperidião";-;1;-;-;-;-;-;5;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;2;-;-;-;-;-;-;-;13
"510685 Porto Estrela";-;1;-;-;-;-;-;3;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"510700 Poxoréo";1;1;-;-;1;-;-;6;-;2;3;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;18
"510704 Primavera do Leste";-;1;-;1;1;1;-;13;-;13;77;-;1;-;4;-;-;-;1;-;-;2;-;-;1;3;-;-;6;-;-;2;-;1;-;-;128
"510706 Querência";1;1;-;-;-;-;-;9;-;2;8;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;8;-;4;-;-;-;-;-;-;-;36
"510715 Reserva do Cabaçal";-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"510718 Ribeirão Cascalheira";1;1;-;-;-;-;-;2;-;1;8;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;1;-;3;-;-;-;-;-;-;-;21
"510719 Ribeirãozinho";-;1;-;-;-;-;-;1;-;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"510720 Rio Branco";-;1;-;-;-;-;-;2;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"510757 Rondolândia";1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;6
"510760 Rondonópolis";-;1;1;6;1;2;-;49;-;46;416;-;8;1;4;-;-;1;4;-;7;2;-;-;2;2;3;-;56;-;-;4;-;1;-;2;619
"510770 Rosário Oeste";1;-;-;1;-;-;-;6;-;2;-;-;1;-;1;-;-;1;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;17
"510775 Salto do Céu";-;1;-;-;-;-;-;2;2;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;10
"510724 Santa Carmem";-;1;-;-;-;-;-;3;-;3;2;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;13
"510774 Santa Cruz do Xingu";1;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"510776 Santa Rita do Trivelato";1;1;-;1;-;-;-;2;-;3;-;-;1;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"510777 Santa Terezinha";-;1;-;-;-;-;-;2;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;4;-;-;-;-;-;-;-;-;-;11
"510726 Santo Afonso";-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"510779 Santo Antônio do Leste";-;1;-;-;-;-;-;2;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;8
"510780 Santo Antônio do Leverger";-;1;-;-;-;-;-;5;-;1;1;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;15
"510785 São Félix do Araguaia";-;1;-;-;1;1;-;4;-;2;-;-;-;-;1;-;-;-;-;-;4;-;-;-;2;-;4;-;-;-;-;-;-;-;-;-;20
"510729 São José do Povo";-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"510730 São José do Rio Claro";-;1;-;1;-;-;-;6;-;4;5;-;1;-;1;-;-;1;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;25
"510735 São José do Xingu";1;1;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;10
"510710 São José dos Quatro Marcos";1;1;-;-;-;1;-;5;-;4;5;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;4;-;-;-;-;-;-;-;25
"510740 São Pedro da Cipa";-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"510787 Sapezal";-;1;-;-;-;-;-;6;-;5;17;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;4;-;6;-;-;1;-;1;-;-;45
"510788 Serra Nova Dourada";-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"510790 Sinop";1;2;-;-;1;1;-;26;-;113;171;-;4;-;4;1;-;1;2;-;1;1;-;-;1;5;1;-;21;-;-;-;-;2;-;-;359
"510792 Sorriso";1;1;-;1;-;1;-;26;-;20;87;-;11;-;3;1;-;-;5;-;2;1;-;-;1;1;-;-;29;-;-;1;-;1;1;-;194
"510794 Tabaporã";-;1;-;1;-;-;-;4;-;1;4;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;3;1;-;1;-;-;-;-;20
"510795 Tangará da Serra";-;1;1;2;1;1;-;24;-;58;97;-;6;-;4;-;-;-;1;-;6;1;-;-;2;5;8;-;12;2;-;5;-;2;-;-;239
"510800 Tapurah";2;1;-;1;-;-;-;4;-;2;6;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;25
"510805 Terra Nova do Norte";1;1;-;-;-;-;-;5;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;14
"510810 Tesouro";1;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"510820 Torixoréu";-;1;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;2;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"510830 União do Sul";-;1;-;1;-;-;-;2;-;2;1;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"510835 Vale de São Domingos";-;1;-;1;-;-;-;2;-;1;-;-;2;-;-;-;-;1;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;11
"510840 Várzea Grande";-;1;-;-;-;3;-;21;-;18;93;1;-;-;5;-;-;-;1;-;1;1;-;-;1;-;-;-;34;-;-;3;-;-;-;-;183
"510850 Vera";-;1;-;1;-;-;-;3;-;2;5;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;17
"510550 Vila Bela da Santíssima Trindade";-;1;-;-;-;-;-;7;-;1;-;-;2;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;20
"510860 Vila Rica";-;1;-;-;-;1;-;5;-;1;2;-;-;-;1;-;-;1;-;-;-;-;-;1;1;-;-;-;4;-;-;-;-;1;-;-;19
"520005 Abadia de Goiás";1;-;-;-;-;1;-;1;-;2;-;-;1;-;-;-;-;1;-;-;3;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;14
"520010 Abadiânia";-;-;-;-;-;1;-;3;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;1;1;-;-;-;1;12
"520013 Acreúna";-;-;-;-;-;-;-;5;1;2;11;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;26
"520015 Adelândia";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"520017 Água Fria de Goiás";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;5
"520020 Água Limpa";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"520025 Águas Lindas de Goiás";-;-;-;-;-;1;-;4;-;8;6;-;7;-;1;-;-;-;1;-;15;-;-;-;1;-;-;-;9;1;-;5;-;-;-;1;60
"520030 Alexânia";1;-;-;-;-;1;-;7;-;5;1;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;-;23
"520050 Aloândia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"520055 Alto Horizonte";-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"520060 Alto Paraíso de Goiás";-;-;-;-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;7
"520080 Alvorada do Norte";1;-;-;-;-;-;-;4;-;5;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;14
"520082 Amaralina";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"520085 Americano do Brasil";1;-;-;-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"520090 Amorinópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"520110 Anápolis";-;1;1;-;-;3;-;39;-;18;204;1;2;1;9;2;-;-;85;-;8;1;-;1;2;-;-;-;48;4;-;8;-;2;1;10;451
"520120 Anhanguera";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"520130 Anicuns";-;-;-;-;-;1;-;5;-;3;3;-;-;-;1;-;-;-;1;-;4;-;-;-;1;-;-;-;4;1;-;1;-;-;-;-;25
