CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2011
"Município";"ACADEMIA DA SAÚDE";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"POLICLINICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"PRONTO SOCORRO TRAUMATO-ORTOPEDICO (ANTIGO)";"Total"
"421795 Tigrinhos";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421800 Tijucas";-;-;-;-;-;4;-;7;13;-;-;-;1;-;-;3;8;-;-;-;1;-;4;-;-;1;-;-;-;42
"421810 Timbé do Sul";-;-;-;-;-;3;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"421820 Timbó";-;-;-;1;-;10;-;14;47;-;-;-;2;-;-;2;-;1;-;-;2;-;6;-;-;1;-;-;-;86
"421825 Timbó Grande";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;-;-;-;-;-;5
"421830 Três Barras";-;-;-;1;-;2;-;-;2;-;-;-;1;-;-;-;4;-;-;1;1;-;2;-;-;1;-;-;-;15
"421835 Treviso";-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"421840 Treze de Maio";-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;7
"421850 Treze Tílias";-;-;-;-;-;2;-;-;6;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;11
"421860 Trombudo Central";-;-;-;-;-;2;-;2;7;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;14
"421870 Tubarão";-;-;-;2;-;33;-;53;121;-;-;-;2;-;-;2;-;-;-;-;2;-;10;-;-;2;-;-;-;227
"421875 Tunápolis";-;-;-;-;-;2;-;2;5;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;12
"421880 Turvo";-;-;-;-;-;2;-;6;10;-;-;-;1;-;-;-;4;-;-;-;1;-;2;1;-;-;-;-;-;27
"421885 União do Oeste";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421890 Urubici";-;-;-;-;-;4;-;1;9;-;-;-;1;-;-;-;1;-;-;-;1;-;3;-;-;-;-;-;-;20
"421895 Urupema";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"421900 Urussanga";-;-;-;-;-;9;-;4;15;-;-;1;-;-;-;2;1;-;-;-;1;-;2;-;-;-;-;2;-;37
"421910 Vargeão";-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;6
"421915 Vargem";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
"421917 Vargem Bonita";-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;4;-;-;-;1;-;1;-;-;-;-;-;-;9
"421920 Vidal Ramos";-;-;-;-;-;1;-;1;8;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;14
"421930 Videira";-;-;-;1;-;15;-;9;84;-;-;-;2;-;-;12;-;-;-;-;2;-;1;-;-;-;-;2;-;128
"421935 Vitor Meireles";-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"421940 Witmarsum";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"421950 Xanxerê";-;-;-;1;-;12;-;28;92;-;-;-;1;-;-;5;2;-;-;-;2;-;12;-;-;1;-;1;-;157
"421960 Xavantina";-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;1;-;-;-;-;-;-;10
"421970 Xaxim";-;-;-;1;-;10;-;3;31;-;-;-;1;-;-;1;-;-;-;-;1;-;6;1;-;1;-;-;-;56
"421985 Zortéa";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"430003 Aceguá";-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"430005 Água Santa";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;4
"430010 Agudo";-;-;-;-;-;4;-;2;4;-;-;-;1;-;-;-;2;-;-;-;1;-;3;-;-;-;-;-;-;17
"430020 Ajuricaba";-;-;-;-;-;2;-;3;4;-;-;-;1;-;-;2;1;-;-;-;-;-;1;-;-;-;-;-;-;14
"430030 Alecrim";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;1;-;2;-;-;-;-;-;-;8
"430040 Alegrete";1;-;-;3;-;15;-;12;67;-;-;-;1;-;-;-;3;-;-;1;2;-;10;1;-;-;-;-;-;116
"430045 Alegria";-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"430047 Almirante Tamandaré do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;5
"430050 Alpestre";-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;6
"430055 Alto Alegre";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430057 Alto Feliz";-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"430060 Alvorada";-;-;-;4;-;14;-;8;16;-;-;-;1;-;-;5;1;-;-;-;1;-;6;-;-;1;-;2;-;59
"430063 Amaral Ferrador";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;1;-;6
"430064 Ametista do Sul";-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;5
"430066 André da Rocha";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430070 Anta Gorda";-;-;-;-;-;1;-;2;8;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;15
"430080 Antônio Prado";-;-;-;-;-;2;-;7;21;-;-;-;1;-;-;-;2;-;-;-;1;-;4;-;-;-;-;-;-;38
"430085 Arambaré";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;3
"430087 Araricá";-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430090 Aratiba";-;-;-;-;-;1;-;1;2;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;7
"430100 Arroio do Meio";-;-;-;-;-;1;-;4;23;-;-;-;1;-;-;-;5;-;-;-;1;-;2;-;-;-;-;1;-;38
"430107 Arroio do Padre";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
"430105 Arroio do Sal";-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;8
"430120 Arroio do Tigre";-;-;-;-;-;3;-;-;12;-;-;-;1;-;-;1;3;-;-;-;1;-;2;-;-;-;-;-;-;23
"430110 Arroio dos Ratos";-;-;-;-;-;4;-;4;7;-;-;-;2;-;-;1;-;-;-;-;1;-;2;-;-;-;-;-;-;21
"430130 Arroio Grande";-;-;-;1;-;-;-;1;6;-;-;-;1;-;-;2;8;-;-;-;1;-;3;1;-;-;-;1;-;25
"430140 Arvorezinha";-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;7
"430150 Augusto Pestana";-;-;-;1;-;2;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;8
"430155 Áurea";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
"430160 Bagé";-;-;1;2;-;26;1;8;81;-;-;-;3;-;-;-;5;-;-;-;-;-;23;-;-;1;-;2;-;153
"430163 Balneário Pinhal";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;3;-;-;-;1;-;1;-;-;1;-;-;-;9
"430165 Barão";-;-;-;-;-;1;-;2;-;-;-;-;1;-;-;-;2;-;-;-;2;-;1;-;-;-;-;-;-;9
"430170 Barão de Cotegipe";-;-;-;-;-;2;-;1;3;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;9
"430175 Barão do Triunfo";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"430185 Barra do Guarita";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430187 Barra do Quaraí";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"430190 Barra do Ribeiro";-;-;-;-;-;4;-;3;4;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;1;-;-;1;-;17
"430192 Barra do Rio Azul";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430195 Barra Funda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2
"430180 Barracão";-;-;-;-;-;1;-;-;3;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;8
"430200 Barros Cassal";-;-;-;-;-;1;-;6;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;10
"430205 Benjamin Constant do Sul";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"430210 Bento Gonçalves";-;-;-;2;-;20;-;65;160;-;-;-;1;-;-;5;5;-;-;2;1;-;16;-;-;1;-;2;-;280
"430215 Boa Vista das Missões";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2
"430220 Boa Vista do Buricá";-;-;-;-;-;2;-;1;12;-;-;-;1;-;-;-;2;-;-;-;1;-;1;-;-;1;-;-;-;21
"430222 Boa Vista do Cadeado";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"430223 Boa Vista do Incra";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"430225 Boa Vista do Sul";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;4
"430230 Bom Jesus";-;-;-;-;-;1;-;1;13;-;-;-;1;-;-;-;2;-;-;-;1;-;3;-;-;-;-;-;-;22
"430235 Bom Princípio";-;-;-;-;-;4;-;1;8;-;-;-;1;-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;-;18
"430237 Bom Progresso";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430240 Bom Retiro do Sul";-;-;-;-;-;1;-;2;11;-;-;-;1;-;-;-;1;-;-;-;1;-;3;-;-;-;-;-;-;20
"430245 Boqueirão do Leão";-;-;-;-;-;1;-;2;5;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;11
"430250 Bossoroca";-;-;-;-;-;3;-;-;3;-;-;-;-;-;-;-;4;-;-;-;1;-;1;-;-;-;-;-;-;12
"430258 Bozano";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430260 Braga";-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;8
"430265 Brochier";-;-;-;-;-;1;-;1;5;-;-;-;1;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;12
"430270 Butiá";-;-;-;-;-;3;-;3;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;22
"430280 Caçapava do Sul";-;-;-;1;-;5;-;4;6;-;-;-;1;-;-;1;8;-;-;1;1;-;6;-;-;-;-;-;-;34
"430290 Cacequi";-;-;-;-;-;5;-;-;7;-;-;-;2;-;-;-;1;-;-;-;1;-;2;-;-;-;-;1;-;19
"430300 Cachoeira do Sul";-;-;-;1;-;27;-;5;81;-;-;-;1;1;-;-;1;-;-;1;2;-;15;1;-;-;-;1;-;137
"430310 Cachoeirinha";-;-;-;3;-;15;-;16;51;-;-;-;1;-;-;5;6;-;-;-;1;-;25;1;-;1;-;-;-;125
"430320 Cacique Doble";-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;8
"430330 Caibaté";-;-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;7
"430340 Caiçara";-;-;-;-;-;2;-;-;2;-;-;-;1;-;-;-;2;-;-;-;1;-;2;-;-;-;-;-;-;10
"430350 Camaquã";-;-;-;1;-;4;-;10;70;-;-;-;1;-;-;2;19;-;-;-;1;-;17;-;-;-;-;-;-;125
"430355 Camargo";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430360 Cambará do Sul";-;-;-;-;-;2;-;-;1;-;-;-;2;-;-;-;4;-;-;-;1;-;2;1;-;-;-;-;-;13
"430367 Campestre da Serra";-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;5
"430370 Campina das Missões";-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;6
"430380 Campinas do Sul";-;-;-;-;-;1;-;1;2;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;8
"430390 Campo Bom";-;-;-;1;-;2;-;6;21;-;-;-;1;-;-;3;10;1;-;-;2;-;9;1;-;1;-;1;-;59
"430400 Campo Novo";-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430410 Campos Borges";-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;1;-;-;1;1;-;1;-;-;-;-;-;-;8
"430420 Candelária";-;-;-;1;-;6;-;8;17;-;1;1;-;-;-;1;-;-;-;-;1;-;4;-;-;1;-;1;-;42
"430430 Cândido Godói";-;-;-;-;-;2;-;2;-;-;-;-;1;-;-;-;1;-;-;-;1;-;3;-;-;1;-;-;-;11
"430435 Candiota";-;-;-;-;-;3;-;1;2;-;-;-;-;-;-;-;3;1;-;-;-;-;1;1;-;-;-;-;-;12
"430440 Canela";-;-;-;1;-;5;-;4;33;-;-;-;1;-;-;1;1;-;-;-;1;-;6;-;-;-;-;1;-;54
"430450 Canguçu";-;-;-;2;-;5;-;4;12;-;-;-;1;-;-;2;21;-;-;-;1;-;5;1;-;1;-;1;-;56
"430460 Canoas";-;-;-;6;-;35;-;107;198;1;1;-;3;-;-;2;-;-;-;1;1;-;18;1;-;2;-;1;-;377
"430461 Canudos do Vale";1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4
"430462 Capão Bonito do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;3
"430463 Capão da Canoa";-;-;-;1;-;6;-;11;28;-;-;-;1;-;-;2;2;-;-;-;1;-;4;-;-;1;-;-;-;57
"430465 Capão do Cipó";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"430466 Capão do Leão";-;-;-;1;-;3;-;1;2;-;-;-;-;-;-;1;2;-;-;-;1;-;1;1;-;-;-;1;-;14
"430468 Capela de Santana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;5
"430469 Capitão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;3
"430467 Capivari do Sul";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
"430471 Caraá";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"430470 Carazinho";-;-;-;1;-;1;-;11;98;-;-;-;1;-;-;13;13;-;-;-;1;-;12;1;-;-;-;1;-;153
"430480 Carlos Barbosa";-;-;-;-;-;1;-;12;26;-;-;-;1;-;-;-;4;-;-;-;1;-;4;-;-;-;-;-;-;49
"430485 Carlos Gomes";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430490 Casca";-;-;-;-;-;-;-;1;19;-;-;-;1;-;-;-;4;-;-;-;1;-;2;-;-;-;-;-;-;28
"430495 Caseiros";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
"430500 Catuípe";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;5
"430510 Caxias do Sul";-;-;-;4;-;51;-;195;597;-;-;1;6;-;1;28;4;1;-;-;2;-;78;-;-;4;-;-;-;972
"430511 Centenário";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
"430512 Cerrito";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;1;-;6
"430513 Cerro Branco";-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;2;-;1;-;-;-;-;8
"430515 Cerro Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;3
"430517 Cerro Grande do Sul";-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;6
"430520 Cerro Largo";-;-;-;-;-;4;-;-;15;-;-;-;1;-;-;-;-;-;-;-;1;-;6;-;-;-;-;-;-;27
"430530 Chapada";-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;4;-;-;-;1;-;4;-;-;-;-;-;-;13
"430535 Charqueadas";-;1;-;1;-;5;-;9;22;-;-;-;1;-;-;3;10;-;-;-;1;-;5;1;-;1;-;-;-;60
"430537 Charrua";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"430540 Chiapetta";-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"430543 Chuí";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;4
"430544 Chuvisca";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430545 Cidreira";-;-;-;-;-;3;-;-;2;-;-;-;-;-;-;2;-;-;-;1;1;-;1;-;-;-;-;-;-;10
"430550 Ciríaco";-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;9
"430558 Colinas";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"430560 Colorado";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;2;-;-;-;-;-;-;7
"430570 Condor";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;4
"430580 Constantina";-;-;-;-;-;-;-;1;3;-;-;-;1;-;-;-;5;-;-;-;1;1;3;-;-;-;-;-;-;15
"430583 Coqueiro Baixo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2
"430585 Coqueiros do Sul";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;4
"430587 Coronel Barros";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430590 Coronel Bicaco";-;-;-;-;-;4;-;-;3;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;10
"430593 Coronel Pilar";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430595 Cotiporã";-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;6
"430597 Coxilha";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"430600 Crissiumal";-;-;-;-;-;2;-;2;5;-;-;-;1;-;-;1;1;-;-;-;1;-;2;-;-;-;-;-;-;15
"430605 Cristal";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;3;-;-;-;1;-;1;-;-;1;-;-;-;9
"430607 Cristal do Sul";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430610 Cruz Alta";-;-;-;1;-;14;-;11;108;-;-;-;3;-;-;2;5;-;-;-;2;-;28;-;-;2;-;1;-;177
"430613 Cruzaltense";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430620 Cruzeiro do Sul";-;-;-;-;-;2;-;2;11;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;17
"430630 David Canabarro";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"430632 Derrubadas";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430635 Dezesseis de Novembro";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4
"430637 Dilermando de Aguiar";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;3
"430640 Dois Irmãos";-;-;-;-;-;3;-;5;31;-;-;-;1;-;-;2;6;-;-;-;1;-;2;1;-;-;-;1;-;53
"430642 Dois Irmãos das Missões";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;3
"430645 Dois Lajeados";-;-;-;-;-;1;-;3;5;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;12
"430650 Dom Feliciano";-;-;-;-;-;4;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;9
"430660 Dom Pedrito";-;-;-;1;-;3;-;2;34;-;-;-;1;-;-;-;9;-;-;-;1;-;6;-;-;-;-;-;-;57
"430655 Dom Pedro de Alcântara";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430670 Dona Francisca";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"430673 Doutor Maurício Cardoso";-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;7
"430675 Doutor Ricardo";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"430676 Eldorado do Sul";-;-;-;-;-;-;-;4;4;-;-;-;-;-;-;1;7;-;-;-;1;-;-;-;-;-;-;-;-;17
"430680 Encantado";-;-;-;-;-;1;-;10;47;-;-;-;1;-;-;-;5;-;-;-;1;-;3;-;-;-;-;-;-;68
"430690 Encruzilhada do Sul";-;-;-;1;-;5;-;2;17;-;-;-;1;-;-;1;1;-;-;-;1;-;6;-;-;-;-;1;-;36
"430692 Engenho Velho";-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;5
"430695 Entre Rios do Sul";-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;5
"430693 Entre-Ijuís";-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;3;-;-;-;-;1;-;9
"430697 Erebango";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"430700 Erechim";-;-;-;2;-;19;-;30;214;-;1;-;2;-;-;1;7;-;-;-;1;-;15;1;1;1;-;-;-;295
"430705 Ernestina";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
"430720 Erval Grande";-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;6
"430730 Erval Seco";-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;5
"430740 Esmeralda";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
"430745 Esperança do Sul";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430750 Espumoso";-;-;-;-;-;1;-;3;16;-;-;-;1;-;-;-;6;-;-;-;1;-;2;-;-;-;-;1;-;31
"430755 Estação";-;-;-;-;-;1;-;-;6;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;10
"430760 Estância Velha";-;-;-;1;-;7;-;7;14;-;-;-;1;-;-;3;1;-;-;-;1;-;3;-;-;-;-;1;-;39
