CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2017
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"140020 Caracaraí";-;-;-;-;-;1;-;7;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;3;-;-;2;1;1;-;-;-;-;20
"140023 Caroebe";-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;1;-;-;-;-;7
"140028 Iracema";1;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3;-;-;1;1;1;-;-;-;1;13
"140030 Mucajaí";-;-;-;-;-;1;-;5;-;2;-;-;-;-;1;-;-;-;-;-;6;-;-;-;1;-;2;-;-;3;-;1;-;-;-;-;22
"140040 Normandia";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;86;-;-;1;1;1;-;1;-;-;96
"140045 Pacaraima";1;-;-;-;-;1;-;1;-;2;-;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;47;-;-;2;-;1;-;-;-;-;61
"140047 Rorainópolis";6;-;-;-;-;1;-;2;-;3;-;-;-;-;1;-;-;1;-;-;9;-;-;-;1;-;-;-;2;3;1;1;-;1;-;-;32
"140050 São João da Baliza";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;3;1;1;-;-;-;-;11
"140060 São Luiz";1;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;1;-;-;3;-;1;-;-;-;-;13
"140070 Uiramutã";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;75;-;-;2;-;1;-;-;-;-;83
"150010 Abaetetuba";-;1;-;-;1;2;-;18;-;5;17;-;1;-;6;-;-;1;3;-;27;1;-;-;1;-;-;-;9;2;-;1;2;2;-;1;101
"150013 Abel Figueiredo";-;1;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;7
"150020 Acará";-;-;1;-;-;-;-;7;-;1;-;-;-;-;1;-;-;1;-;-;10;1;-;-;1;-;-;-;1;1;-;1;-;1;-;-;27
"150030 Afuá";-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;18
"150034 Água Azul do Norte";-;1;-;1;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;-;8;-;-;-;1;-;-;-;2;1;-;1;-;-;-;-;19
"150040 Alenquer";-;-;-;-;-;1;-;2;-;3;-;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;16
"150050 Almeirim";-;-;-;-;-;-;-;6;-;1;2;-;-;-;2;-;-;-;-;-;6;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;20
"150060 Altamira";1;2;1;2;1;2;-;20;-;29;14;1;2;-;4;-;-;-;2;-;13;1;1;-;3;-;17;-;9;2;-;1;-;2;-;-;130
"150070 Anajás";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;9
"150080 Ananindeua";1;7;-;-;-;2;-;57;-;34;34;-;1;1;7;-;3;-;6;-;6;2;1;2;1;1;-;-;31;1;-;4;-;1;-;-;203
"150085 Anapu";1;1;-;1;-;1;-;5;-;-;-;-;1;-;1;-;-;-;-;-;6;-;-;-;-;-;6;-;-;2;-;1;-;-;1;-;27
"150090 Augusto Corrêa";1;-;-;2;-;-;-;2;-;3;-;-;1;-;1;-;-;-;-;-;19;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;32
"150095 Aurora do Pará";-;1;-;-;-;1;-;6;-;-;-;-;-;-;1;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"150100 Aveiro";-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;10
"150110 Bagre";-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;9
"150120 Baião";1;1;-;1;-;1;-;8;-;1;-;-;1;-;1;-;-;1;-;-;6;-;-;-;1;-;-;-;-;2;-;1;-;-;-;-;26
"150125 Bannach";-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;1;-;-;1;1;1;-;-;-;-;12
"150130 Barcarena";1;1;-;2;-;1;-;28;-;5;35;-;-;-;1;-;-;1;6;-;7;1;-;-;2;-;-;-;-;2;2;1;-;-;-;-;96
"150140 Belém";-;2;1;-;2;9;-;84;1;463;1176;8;16;26;20;4;-;1;38;-;1;3;2;1;4;-;-;-;96;3;-;21;1;13;1;2;1999
"150145 Belterra";1;-;1;-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;15
"150150 Benevides";2;1;-;-;-;1;-;16;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3;1;-;1;-;-;-;-;30
"150157 Bom Jesus do Tocantins";-;-;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;4;-;-;-;-;1;-;-;-;-;12
"150160 Bonito";-;1;-;1;-;-;-;1;-;3;-;-;1;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"150170 Bragança";1;-;-;2;1;2;-;31;-;6;12;-;1;-;3;-;-;1;-;-;5;-;-;-;1;-;-;-;2;-;-;2;-;-;-;1;71
"150172 Brasil Novo";-;1;-;1;-;1;-;7;-;2;-;-;1;-;1;-;-;1;-;-;3;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;22
"150175 Brejo Grande do Araguaia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;8;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"150178 Breu Branco";-;-;-;-;-;1;-;7;-;1;-;-;-;-;1;-;-;-;-;-;11;1;-;-;1;-;-;-;2;1;-;2;-;-;-;-;28
"150180 Breves";1;1;-;1;-;1;-;14;-;1;1;-;-;-;2;-;-;-;-;-;19;1;-;-;2;-;-;-;4;1;-;-;-;-;-;-;49
"150190 Bujaru";1;-;-;-;-;1;-;7;-;1;-;-;1;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;18
"150200 Cachoeira do Arari";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;1;-;-;-;-;1;1;-;-;1;-;-;17
"150195 Cachoeira do Piriá";-;1;-;1;-;-;-;2;-;2;-;-;1;-;-;-;-;-;-;-;8;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;19
"150210 Cametá";-;1;-;2;-;1;-;20;-;2;-;-;1;-;2;-;-;-;3;-;5;-;-;-;2;-;-;-;3;4;-;-;1;-;1;-;48
"150215 Canaã dos Carajás";3;1;-;1;-;1;-;7;-;49;9;1;-;-;2;-;-;-;3;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;82
"150220 Capanema";1;2;1;-;1;1;-;22;-;16;11;-;1;-;3;-;-;-;1;-;-;1;-;-;1;-;-;-;7;1;-;3;-;-;-;-;73
"150230 Capitão Poço";-;1;-;-;-;-;-;6;-;1;1;-;2;-;2;-;-;-;-;-;11;-;-;-;1;-;-;-;5;2;-;1;-;-;-;-;33
"150240 Castanhal";2;1;-;5;1;1;1;38;-;31;46;1;3;2;3;2;-;-;9;-;13;2;-;-;2;1;-;-;14;1;-;3;-;1;-;-;183
"150250 Chaves";-;1;-;-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;14;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;24
"150260 Colares";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;13
"150270 Conceição do Araguaia";-;1;1;2;-;1;-;13;-;6;13;-;2;-;3;-;1;-;-;-;4;-;-;-;3;-;-;-;6;1;-;3;-;-;-;-;60
"150275 Concórdia do Pará";-;1;-;-;-;-;-;2;-;2;1;-;-;-;1;-;-;-;-;-;7;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;15
"150276 Cumaru do Norte";1;-;1;-;-;-;-;5;-;-;-;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;1;-;-;1;-;1;-;1;-;-;16
"150277 Curionópolis";-;-;-;-;-;-;-;6;-;1;-;-;-;-;1;-;-;-;1;-;3;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;14
"150280 Curralinho";-;-;-;-;-;1;-;4;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;1;-;-;-;-;1;1;-;-;1;-;-;13
"150285 Curuá";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;11
"150290 Curuçá";1;1;-;2;-;1;-;10;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;24
"150293 Dom Eliseu";1;-;-;2;-;1;-;-;-;1;8;-;1;-;2;-;-;-;-;-;11;-;-;-;1;-;-;-;4;-;-;1;-;-;-;-;33
"150295 Eldorado do Carajás";-;-;-;-;-;1;-;4;-;1;-;-;-;-;1;-;-;-;2;-;3;-;-;-;1;-;-;-;2;1;-;1;-;-;-;-;17
"150300 Faro";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;8
"150304 Floresta do Araguaia";-;1;-;-;-;1;-;6;-;1;-;-;1;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;18
"150307 Garrafão do Norte";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;17
"150309 Goianésia do Pará";1;1;-;-;-;1;-;7;-;1;-;-;1;-;-;-;-;-;-;-;8;-;-;-;1;-;1;-;-;2;1;2;-;-;-;-;27
"150310 Gurupá";1;-;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;3;-;-;12;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;25
"150320 Igarapé-Açu";1;-;-;1;-;1;-;13;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;23
"150330 Igarapé-Miri";1;-;-;1;-;1;-;10;-;2;-;-;1;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;4;-;-;-;1;1;-;-;26
"150340 Inhangapi";-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;9;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;14
"150345 Ipixuna do Pará";1;-;-;2;-;-;-;1;-;2;-;-;-;-;1;-;-;-;-;-;14;-;-;-;1;-;-;-;2;-;-;1;-;1;-;-;26
"150350 Irituia";1;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;12;-;-;-;1;-;-;-;-;-;-;1;-;2;-;-;20
"150360 Itaituba";2;-;-;1;-;1;-;23;-;8;5;-;-;-;7;-;-;-;-;-;-;1;-;-;1;-;4;-;4;-;-;-;-;-;-;-;57
"150370 Itupiranga";1;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;11;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;19
"150375 Jacareacanga";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;4;-;-;-;1;-;17;-;-;1;1;-;-;1;-;-;30
"150380 Jacundá";-;1;-;1;-;1;-;1;-;1;-;-;1;-;3;-;-;2;-;-;11;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;25
"150390 Juruti";-;-;-;-;-;-;-;7;-;3;7;-;-;-;2;-;-;-;-;-;7;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;29
"150400 Limoeiro do Ajuru";1;1;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;14;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;22
"150405 Mãe do Rio";-;1;-;1;-;1;-;6;-;1;-;-;-;-;1;-;-;-;1;-;4;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;21
"150410 Magalhães Barata";1;1;-;1;-;-;-;7;-;-;-;-;1;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;18
"150420 Marabá";-;2;1;-;1;1;-;12;-;73;71;2;1;2;4;-;-;-;11;-;10;-;-;3;2;2;2;-;23;2;-;3;-;2;-;-;230
"150430 Maracanã";-;1;-;-;-;-;-;11;-;-;-;-;-;-;1;-;-;-;-;-;9;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;25
"150440 Marapanim";1;1;-;1;-;1;-;7;-;-;-;-;-;-;1;-;-;-;-;-;8;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;23
"150442 Marituba";-;1;-;-;-;2;-;17;-;7;1;-;1;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;6;-;-;1;-;-;-;-;40
"150445 Medicilândia";-;1;-;1;-;1;-;8;-;1;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;2;1;1;-;-;-;-;20
"150450 Melgaço";1;-;-;-;-;1;-;6;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;1;1;-;1;-;-;-;16
"150460 Mocajuba";1;1;-;-;-;1;-;9;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;18
"150470 Moju";1;-;-;-;-;1;-;10;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;1;-;1;1;-;-;-;1;-;-;20
"150475 Mojuí dos Campos";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"150480 Monte Alegre";-;-;-;-;-;-;-;9;-;2;1;-;1;-;1;-;-;-;-;-;21;-;-;-;1;-;-;-;3;1;2;-;-;1;-;-;43
"150490 Muaná";-;-;-;1;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;14
"150495 Nova Esperança do Piriá";1;-;-;-;-;-;-;4;-;1;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;2;1;-;1;-;-;-;-;14
"150497 Nova Ipixuna";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;9
"150500 Nova Timboteua";-;1;-;1;-;-;-;9;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;15
"150503 Novo Progresso";-;-;-;1;-;1;-;9;-;2;1;-;-;-;2;-;-;1;-;-;5;-;-;-;1;-;2;-;1;1;-;-;-;-;-;-;27
"150506 Novo Repartimento";2;1;-;-;-;1;-;5;-;1;1;-;-;-;1;-;-;-;6;-;19;-;-;-;2;-;-;-;6;-;-;1;-;-;-;-;46
"150510 Óbidos";1;-;-;1;-;1;-;10;-;1;5;-;-;-;2;-;-;-;-;-;6;-;-;-;1;-;1;-;4;-;-;-;1;1;-;1;36
"150520 Oeiras do Pará";1;1;-;-;-;-;-;6;-;-;-;-;-;-;1;-;-;-;-;-;10;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;21
"150530 Oriximiná";-;-;-;-;-;-;-;7;-;5;1;-;1;-;3;-;-;-;2;-;13;-;-;-;1;-;3;-;3;2;-;1;1;-;-;-;43
"150540 Ourém";-;1;-;1;-;1;-;-;-;3;-;-;1;-;1;-;-;-;-;-;7;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;19
"150543 Ourilândia do Norte";-;1;-;1;-;1;-;7;-;4;12;-;1;-;2;-;-;-;1;-;1;-;-;-;1;-;6;-;1;1;-;1;-;1;-;-;42
"150548 Pacajá";1;1;-;1;-;1;-;8;-;-;-;-;1;-;2;-;-;-;-;-;3;-;-;-;1;-;-;-;1;1;-;1;-;1;-;-;23
"150549 Palestina do Pará";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;1;1;-;-;1;-;-;10
"150550 Paragominas";-;1;-;1;-;1;-;21;-;32;12;-;2;-;5;-;-;-;1;-;5;1;-;-;1;-;7;-;10;2;-;1;-;1;-;-;104
"150553 Parauapebas";-;1;-;-;-;1;-;17;-;49;125;-;1;1;6;-;-;1;5;-;5;1;-;-;1;-;-;-;14;-;-;3;-;1;-;-;232
"150555 Pau D'Arco";1;1;-;-;-;-;-;5;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;-;14
"150560 Peixe-Boi";-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;8
"150563 Piçarra";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;14
"150565 Placas";-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;10
"150570 Ponta de Pedras";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;10
"150580 Portel";1;-;-;-;-;1;-;9;-;-;-;-;-;-;1;-;-;-;-;-;11;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;24
"150590 Porto de Moz";-;1;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;10;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;16
"150600 Prainha";1;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;16
"150610 Primavera";1;1;-;1;-;-;-;5;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"150611 Quatipuru";-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"150613 Redenção";1;1;-;-;1;1;-;11;-;15;17;1;5;-;6;-;-;-;3;-;4;-;-;-;1;-;2;-;10;2;-;3;-;-;-;1;85
"150616 Rio Maria";-;1;-;1;-;1;-;7;-;-;2;-;-;-;2;-;-;-;2;-;1;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;21
"150618 Rondon do Pará";-;1;-;1;-;1;-;11;-;4;4;-;1;-;4;-;-;-;-;-;6;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;36
"150619 Rurópolis";-;-;-;-;-;1;-;7;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;1;-;-;-;-;13
"150620 Salinópolis";-;1;-;1;-;1;-;14;-;1;-;-;2;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;3;2;-;1;-;-;-;-;31
"150630 Salvaterra";-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;12;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16
"150635 Santa Bárbara do Pará";1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;9
"150640 Santa Cruz do Arari";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;7
"150650 Santa Izabel do Pará";-;1;-;1;-;2;-;25;-;5;-;-;1;-;1;-;-;-;-;-;6;1;-;-;2;-;-;-;3;1;-;1;-;-;-;-;50
"150655 Santa Luzia do Pará";1;1;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;12;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;20
"150658 Santa Maria das Barreiras";2;1;-;-;-;1;-;6;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;17
"150660 Santa Maria do Pará";-;-;-;1;-;-;-;8;-;3;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;18
"150670 Santana do Araguaia";1;1;-;1;-;1;-;11;-;2;3;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;2;-;1;-;-;-;-;32
"150680 Santarém";1;1;1;-;1;2;-;65;-;71;50;-;-;1;5;2;-;-;3;-;8;1;-;-;2;-;2;-;24;1;-;4;3;1;-;-;249
"150690 Santarém Novo";1;-;-;1;-;-;-;4;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;12
"150700 Santo Antônio do Tauá";-;1;-;-;-;1;-;9;-;-;1;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;19
"150710 São Caetano de Odivelas";2;-;-;-;-;-;-;7;-;1;-;-;-;-;-;-;-;1;-;-;3;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;18
"150715 São Domingos do Araguaia";1;1;-;-;-;1;-;7;-;2;-;-;-;-;2;-;-;1;-;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;19
"150720 São Domingos do Capim";-;1;-;1;-;-;-;14;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;19
"150730 São Félix do Xingu";1;1;-;1;-;1;-;15;-;7;2;-;1;-;3;-;-;1;3;-;6;1;-;-;1;-;6;-;2;1;-;1;-;-;-;-;54
"150740 São Francisco do Pará";-;-;-;1;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"150745 São Geraldo do Araguaia";-;-;-;1;-;1;-;7;-;1;-;-;1;-;1;-;-;-;-;-;4;-;-;-;1;-;1;-;3;2;-;-;-;-;-;-;23
"150746 São João da Ponta";1;-;-;1;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"150747 São João de Pirabas";1;1;-;1;-;-;-;9;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;17
"150750 São João do Araguaia";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;16
"150760 São Miguel do Guamá";-;-;-;-;-;1;-;1;-;5;1;-;1;-;1;-;-;-;-;-;21;-;-;-;2;-;-;-;2;-;-;1;-;-;-;-;36
"150770 São Sebastião da Boa Vista";1;1;-;-;-;1;-;8;-;-;-;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;20
"150775 Sapucaia";-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;8
"150780 Senador José Porfírio";1;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;7;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;15
"150790 Soure";-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;8;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"150795 Tailândia";2;1;-;-;-;1;-;4;-;5;2;-;-;-;1;-;-;1;-;-;4;-;-;-;1;-;-;-;4;-;-;2;-;-;-;-;28
"150796 Terra Alta";-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;8
"150797 Terra Santa";-;-;-;1;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;10
"150800 Tomé-Açu";1;-;-;-;-;1;-;8;-;3;-;-;-;-;3;-;-;2;-;-;5;1;-;-;1;-;1;-;-;1;-;-;-;1;-;-;28
"150803 Tracuateua";1;1;-;1;-;1;-;1;-;2;3;-;1;-;-;-;-;-;-;-;13;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;28
"150805 Trairão";-;-;-;-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;14
"150808 Tucumã";2;1;-;-;-;1;-;8;-;9;7;-;-;-;2;-;-;-;-;-;8;-;-;-;1;-;2;-;4;1;-;1;-;-;-;1;48
"150810 Tucuruí";-;1;1;2;1;1;-;23;-;15;13;-;1;-;5;-;-;-;7;-;8;1;-;-;1;-;1;-;7;1;-;3;-;-;1;-;93
"150812 Ulianópolis";1;-;-;1;-;1;-;9;-;1;1;-;2;1;1;-;-;-;-;-;6;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;26
"150815 Uruará";-;1;-;1;-;1;-;3;-;2;-;-;-;-;-;-;-;-;1;-;6;1;-;-;-;-;-;-;2;1;1;1;-;1;-;-;22
"150820 Vigia";-;-;-;-;-;-;-;10;-;-;-;-;-;-;1;-;-;-;2;-;10;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;25
"150830 Viseu";1;1;-;1;-;-;-;1;-;3;-;-;1;-;1;-;-;-;-;-;15;1;-;-;1;-;-;-;-;1;-;1;-;1;-;-;29
