CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 2002 - Brasil
Quantidade por Município e Ocupações de Nível Superior
Período:Dez/2014
"Município";"Assistente Social";"Bioquímico/farmacêutico";"Cirurgião Geral";"Clínico Geral";"Enfermeiro";"Fisioterapeuta";"Fonoaudiólogo";"Gineco Obstetra";"Médico de Família";"Nutricionista";"Odontólogo";"Pediatra";"Psicólogo";"Psiquiatra";"Radiologista";"Sanitarista";"Outras especialidades médicas";"Outras ocupações de nível superior relac à Saúde";"Total"
"290010 Abaíra";1;1;-;5;7;4;1;-;2;1;5;-;3;2;-;-;-;1;33
"290020 Abaré";1;1;-;2;16;2;1;-;5;1;7;-;2;-;-;-;-;1;39
"290030 Acajutiba";1;-;-;1;8;2;1;-;7;-;3;-;1;-;-;-;1;1;26
"290035 Adustina";-;1;-;6;7;-;-;-;4;1;-;-;-;-;-;-;-;-;19
"290040 Água Fria";3;1;-;3;14;4;-;-;5;2;9;-;2;-;1;-;2;-;46
"290060 Aiquara";-;1;-;3;6;1;-;-;-;-;1;-;-;-;-;-;-;1;13
"290070 Alagoinhas";20;8;16;42;125;47;12;25;21;13;95;23;21;7;13;-;70;13;571
"290080 Alcobaça";2;1;1;12;14;3;-;1;4;1;13;-;2;-;-;-;2;1;57
"290090 Almadina";-;-;-;1;4;1;-;-;1;1;1;-;-;-;-;-;-;-;9
"290100 Amargosa";4;3;-;18;31;5;1;1;5;2;17;2;4;1;2;-;10;4;110
"290110 Amélia Rodrigues";2;-;-;4;16;5;-;-;5;1;7;1;1;-;-;-;2;1;45
"290115 América Dourada";1;3;-;4;12;4;1;1;4;1;3;-;2;-;-;-;1;-;37
"290120 Anagé";1;-;-;7;20;2;1;2;5;2;3;1;1;-;1;-;1;4;51
"290130 Andaraí";1;1;-;3;9;3;1;-;2;1;7;1;2;-;-;-;1;2;34
"290135 Andorinha";-;1;-;2;10;2;-;-;4;1;6;-;-;-;-;-;-;-;26
"290140 Angical";-;1;-;-;3;-;-;-;4;1;1;-;-;-;-;-;-;1;11
"290150 Anguera";1;-;-;6;10;1;-;1;3;1;3;-;2;-;-;-;1;1;30
"290160 Antas";-;1;-;7;17;-;-;1;2;1;6;2;-;-;-;-;-;1;38
"290170 Antônio Cardoso";1;1;-;1;9;-;-;-;3;1;5;1;1;-;-;-;-;1;24
"290180 Antônio Gonçalves";1;1;-;4;9;2;-;-;3;2;3;2;1;-;-;-;1;-;29
"290190 Aporá";1;-;-;3;9;1;-;-;6;-;2;-;-;1;-;-;1;1;25
"290195 Apuarema";-;-;-;1;6;-;-;-;3;-;2;-;-;-;-;-;-;-;12
"290205 Araças";1;-;-;7;12;5;-;2;3;2;4;-;3;-;-;-;-;-;39
"290200 Aracatu";1;1;-;3;13;1;-;-;4;2;7;1;2;-;-;-;5;2;42
"290210 Araci";5;6;-;10;29;8;1;1;7;2;12;2;2;1;1;-;3;4;94
"290220 Aramari";-;-;-;-;8;1;-;-;1;1;3;-;1;-;-;-;-;1;16
"290225 Arataca";1;1;-;2;9;2;-;-;2;-;1;-;1;1;-;-;-;2;22
"290230 Aratuípe";1;-;-;-;5;2;2;-;2;1;3;-;1;-;-;-;-;-;17
"290240 Aurelino Leal";2;2;-;3;11;4;-;-;1;2;2;-;2;1;-;-;1;-;31
"290250 Baianópolis";-;-;-;4;11;1;-;-;3;1;4;-;-;-;-;-;-;-;24
"290260 Baixa Grande";2;2;-;7;11;3;-;-;5;3;12;1;2;-;-;-;-;1;49
"290265 Banzaê";2;1;-;1;14;1;1;1;4;1;6;-;2;-;-;-;-;1;35
"290270 Barra";4;2;-;10;33;3;-;2;7;2;13;3;1;-;1;-;4;3;88
"290280 Barra da Estiva";1;2;-;6;19;3;-;1;2;-;11;1;1;-;1;-;2;2;52
"290290 Barra do Choça";3;2;-;5;23;5;-;3;8;3;14;3;2;1;1;-;4;-;77
"290300 Barra do Mendes";4;2;-;4;15;2;1;-;-;1;5;-;1;-;-;-;-;-;35
"290310 Barra do Rocha";1;1;-;-;3;2;-;-;1;1;-;1;2;-;-;-;1;-;13
"290320 Barreiras";27;7;15;60;197;98;15;19;12;18;67;34;32;1;5;-;76;23;706
"290323 Barro Alto";-;1;1;2;7;3;-;-;2;1;1;-;1;-;-;-;-;2;21
"290330 Barro Preto";-;1;-;8;6;1;-;-;1;1;3;-;-;-;-;-;2;2;25
"290327 Barrocas";2;2;-;4;11;3;1;1;2;2;6;1;3;-;-;-;-;2;40
"290340 Belmonte";-;-;1;4;18;3;1;-;4;2;8;1;2;1;1;-;4;1;51
"290350 Belo Campo";3;2;-;4;22;3;-;-;2;3;5;-;4;-;1;-;1;1;51
"290360 Biritinga";3;2;-;2;7;2;-;-;5;3;1;-;2;-;-;-;-;1;28
"290370 Boa Nova";1;2;-;3;11;3;-;-;5;1;7;-;1;-;-;-;-;1;35
"290380 Boa Vista do Tupim";1;1;-;7;10;2;-;-;5;1;7;-;1;-;-;-;-;2;37
"290390 Bom Jesus da Lapa";10;5;-;27;58;15;2;4;7;7;31;3;7;-;1;-;10;7;194
"290395 Bom Jesus da Serra";1;1;1;8;8;1;-;-;1;2;2;1;3;-;-;-;1;-;30
"290400 Boninal";2;-;-;1;8;1;1;-;1;2;4;1;2;-;-;-;1;2;26
"290405 Bonito";-;1;-;2;10;-;-;-;1;-;5;-;-;-;-;-;-;-;19
"290410 Boquira";2;3;-;4;11;3;-;-;4;1;6;-;1;-;-;-;1;-;36
"290420 Botuporã";2;1;-;3;6;2;1;-;1;2;3;-;1;-;-;-;-;2;24
"290430 Brejões";1;1;-;2;6;2;-;-;3;1;4;-;-;-;-;-;-;-;20
"290440 Brejolândia";-;-;-;-;5;1;-;-;2;1;3;-;1;-;-;-;-;1;14
"290450 Brotas de Macaúbas";2;1;-;2;6;1;-;-;2;1;5;-;1;-;-;-;-;-;21
"290460 Brumado";9;9;1;41;71;18;1;4;6;11;34;3;13;-;1;2;25;6;255
"290470 Buerarema";1;1;-;6;14;-;-;-;1;1;6;2;-;-;-;-;-;2;34
"290475 Buritirama";1;1;-;2;8;-;-;-;5;1;1;-;-;-;-;-;-;1;20
"290480 Caatiba";-;1;-;4;6;1;-;-;1;-;2;1;-;-;-;-;1;-;17
"290485 Cabaceiras do Paraguaçu";1;1;-;2;12;2;-;-;5;-;7;1;1;-;-;-;-;3;35
"290490 Cachoeira";4;1;-;11;31;13;3;1;5;3;21;4;7;1;2;-;6;5;118
"290500 Caculé";2;1;1;7;18;1;-;1;3;-;17;1;1;-;1;-;5;4;63
"290510 Caém";1;1;1;5;5;1;-;-;1;1;2;1;1;-;-;-;-;1;21
"290515 Caetanos";-;-;-;2;9;1;-;-;5;1;3;-;-;1;-;-;-;-;22
"290520 Caetité";2;3;1;27;26;9;2;2;3;3;28;9;4;2;2;-;9;3;135
"290530 Cafarnaum";2;-;-;2;11;2;-;-;4;1;6;-;2;-;-;-;1;-;31
"290540 Cairu";1;1;-;-;4;10;-;-;3;-;4;-;1;-;-;-;-;-;24
"290550 Caldeirão Grande";1;1;-;2;8;1;1;-;2;1;1;-;-;-;-;-;-;-;18
"290560 Camacan";4;2;-;13;22;13;-;-;2;5;7;5;4;1;1;-;4;2;85
"290570 Camaçari";56;12;19;136;231;95;39;50;38;29;154;43;48;4;22;-;194;26;1196
"290580 Camamu";1;1;-;3;16;5;1;2;5;1;7;3;2;2;-;-;3;2;54
"290590 Campo Alegre de Lourdes";3;2;-;2;16;3;-;-;4;1;6;2;2;-;-;-;-;-;41
"290600 Campo Formoso";3;6;1;15;11;14;2;2;8;5;19;4;5;1;1;-;3;6;106
"290610 Canápolis";2;1;-;5;6;2;-;-;-;1;6;-;1;-;1;-;-;1;26
"290620 Canarana";1;1;-;6;20;1;-;-;9;1;1;-;1;-;-;-;-;3;44
"290630 Canavieiras";1;-;-;8;16;6;-;1;7;1;13;3;2;-;-;-;4;3;65
"290640 Candeal";1;1;-;3;10;3;-;-;2;-;4;-;-;1;-;-;-;1;26
"290650 Candeias";10;2;4;28;80;20;5;11;12;5;57;7;6;-;1;-;49;6;303
"290660 Candiba";-;6;-;2;6;-;-;-;-;-;5;-;-;-;-;-;-;1;20
"290670 Cândido Sales";2;1;-;2;15;4;-;-;4;2;6;1;3;-;-;-;-;-;40
"290680 Cansanção";3;-;-;4;19;3;2;-;7;3;5;-;2;-;-;-;3;2;53
"290682 Canudos";3;3;1;5;12;4;1;-;3;1;2;1;2;1;-;-;-;1;40
"290685 Capela do Alto Alegre";1;1;-;2;11;2;-;-;3;1;6;-;1;-;-;-;-;1;29
"290687 Capim Grosso";3;1;-;11;24;6;1;-;3;4;14;1;2;-;-;-;1;1;72
"290689 Caraíbas";-;-;-;2;9;-;-;-;2;1;2;-;1;-;-;-;-;-;17
"290690 Caravelas";3;1;-;7;16;4;-;1;3;1;10;-;2;-;-;-;2;2;52
"290700 Cardeal da Silva";1;-;-;4;6;1;-;-;2;1;3;1;-;-;-;-;-;-;19
"290710 Carinhanha";1;1;-;6;13;3;-;-;4;2;6;-;1;-;-;-;-;2;39
"290720 Casa Nova";1;2;-;12;13;5;-;1;15;1;9;1;1;1;1;-;1;5;69
"290730 Castro Alves";7;4;2;10;32;8;2;-;4;4;11;3;6;1;2;-;3;4;103
"290740 Catolândia";-;1;-;-;3;-;-;-;1;1;1;-;-;-;-;-;-;-;7
"290750 Catu";4;4;3;11;29;17;8;1;13;6;35;1;6;2;1;-;16;5;162
"290755 Caturama";-;-;-;2;6;3;-;-;1;1;-;-;1;-;-;-;-;1;15
"290760 Central";1;-;-;3;13;2;-;-;6;-;5;-;1;-;1;-;1;1;34
"290770 Chorrochó";1;1;-;5;14;2;-;-;1;1;2;-;1;-;-;-;-;-;28
"290780 Cícero Dantas";3;2;-;11;23;3;1;-;6;2;6;1;1;1;1;-;1;4;66
"290790 Cipó";2;-;-;4;15;2;1;-;5;2;6;-;2;1;-;-;-;1;41
"290800 Coaraci";2;2;-;13;22;6;-;1;2;2;8;1;2;1;-;-;3;2;67
"290810 Cocos";2;3;1;4;13;2;1;-;4;2;7;-;2;-;-;-;-;-;41
"290820 Conceição da Feira";-;2;-;4;13;6;1;-;3;2;6;1;2;-;-;-;-;3;43
"290830 Conceição do Almeida";4;1;-;4;18;3;1;1;1;1;4;1;3;-;1;-;-;2;45
"290840 Conceição do Coité";2;5;1;12;32;18;5;1;11;8;23;3;6;1;2;-;14;7;151
"290850 Conceição do Jacuípe";4;1;-;20;17;14;2;4;8;3;17;3;2;-;-;-;6;1;102
"290860 Conde";-;1;-;6;14;1;-;-;3;-;4;1;-;-;2;-;-;1;33
"290870 Condeúba";2;1;-;6;19;3;1;-;4;2;10;2;3;-;-;-;6;-;59
"290880 Contendas do Sincorá";-;1;-;2;3;1;-;-;1;-;2;-;-;-;-;-;-;-;10
"290890 Coração de Maria";2;-;-;18;16;3;-;-;5;3;7;2;1;1;-;-;-;3;61
"290900 Cordeiros";-;-;-;8;9;3;-;-;1;3;4;-;2;-;-;-;-;-;30
"290910 Coribe";-;1;-;3;11;1;-;-;2;1;7;-;1;-;1;-;1;1;30
"290920 Coronel João Sá";2;1;-;-;10;1;-;-;4;1;3;1;2;-;-;-;-;3;28
"290930 Correntina";1;1;-;8;20;5;-;-;6;2;7;-;1;-;-;-;-;3;54
"290940 Cotegipe";-;1;-;-;7;1;-;-;3;-;1;-;-;-;-;-;-;-;13
"290950 Cravolândia";-;1;-;1;3;2;-;-;1;-;2;-;1;-;-;-;-;-;11
"290960 Crisópolis";-;1;-;1;13;3;1;-;5;2;2;-;1;-;-;-;1;1;31
"290970 Cristópolis";3;1;-;2;12;2;-;-;2;-;4;-;-;-;-;-;-;-;26
"290980 Cruz das Almas";6;6;2;21;57;18;4;4;4;5;33;4;8;-;4;-;25;2;203
"290990 Curaçá";2;-;-;8;19;2;1;1;7;1;2;1;1;-;-;-;-;3;48
"291000 Dário Meira";1;-;-;-;10;1;-;-;3;1;1;-;1;1;-;-;-;1;20
"291005 Dias d'Ávila";7;1;-;21;29;23;3;6;14;4;23;9;3;1;2;-;12;8;166
"291010 Dom Basílio";3;4;-;3;15;4;1;-;1;2;2;-;3;-;-;-;-;-;38
"291020 Dom Macedo Costa";2;1;-;3;4;-;-;1;-;1;3;-;2;1;-;-;1;-;19
"291030 Elísio Medrado";1;1;-;2;4;2;-;-;-;1;3;-;1;-;-;-;-;-;15
"291040 Encruzilhada";2;1;-;4;15;1;-;1;6;3;5;-;3;-;-;-;1;2;44
"291050 Entre Rios";2;2;-;7;29;2;1;1;6;1;7;-;1;-;1;-;3;7;70
"290050 Érico Cardoso";2;1;-;2;8;2;-;-;2;-;3;1;1;-;-;-;-;-;22
"291060 Esplanada";2;1;-;8;25;6;1;-;8;3;12;2;2;-;-;-;1;3;74
"291070 Euclides da Cunha";5;2;-;12;42;7;2;1;20;1;9;3;1;1;2;-;3;1;112
"291072 Eunápolis";18;14;3;61;106;39;10;6;17;9;59;11;17;3;6;-;48;5;432
"291075 Fátima";1;1;-;1;13;1;1;-;2;1;2;-;2;1;-;-;-;-;26
"291077 Feira da Mata";-;1;-;1;2;1;-;-;2;-;3;-;1;-;-;-;-;2;13
"291080 Feira de Santana";87;32;29;201;677;212;52;52;43;81;298;82;86;23;32;-;369;67;2423
"291085 Filadélfia";3;1;-;8;11;3;1;1;-;2;4;-;1;-;-;-;-;1;36
"291090 Firmino Alves";-;-;-;1;4;3;-;-;2;-;1;-;-;-;-;-;1;-;12
"291100 Floresta Azul";2;1;-;2;8;1;-;-;2;1;4;1;2;1;-;-;1;1;27
"291110 Formosa do Rio Preto";1;1;1;4;17;3;-;-;4;1;5;1;2;-;-;-;-;1;41
"291120 Gandu";3;3;-;8;26;11;1;3;3;3;17;2;3;1;1;-;5;3;93
"291125 Gavião";-;-;-;1;1;1;-;-;1;-;2;-;-;-;-;-;-;1;7
"291130 Gentio do Ouro";-;1;-;2;7;-;-;-;3;1;3;-;-;-;-;-;-;-;17
"291140 Glória";2;-;-;6;10;5;1;1;5;1;5;1;3;-;-;-;2;3;45
"291150 Gongogi";-;1;-;3;10;2;-;-;4;2;2;1;1;-;-;-;-;-;26
"291160 Governador Mangabeira";2;1;-;4;14;3;1;-;3;3;12;-;2;-;-;-;5;2;52
"291165 Guajeru";-;1;-;1;6;1;-;-;4;-;3;-;-;-;-;-;-;-;16
"291170 Guanambi";21;12;2;69;113;33;5;4;6;17;57;10;14;1;5;-;27;20;416
"291180 Guaratinga";1;1;-;10;13;1;-;-;5;-;3;-;-;2;-;-;-;-;36
"291185 Heliópolis";-;1;-;-;6;2;-;1;2;-;1;-;-;-;-;-;-;-;13
"291190 Iaçu";2;-;-;7;19;4;-;1;4;1;14;2;2;1;-;-;1;-;58
"291200 Ibiassucê";-;2;-;3;10;2;1;1;-;4;5;1;1;-;-;-;-;-;30
"291210 Ibicaraí";3;2;-;6;26;3;-;-;-;2;9;1;2;-;-;-;1;2;57
"291220 Ibicoara";2;-;-;6;13;1;-;-;3;1;5;-;2;-;-;-;-;4;37
"291230 Ibicuí";1;1;-;2;11;3;-;-;2;1;5;-;1;-;-;-;-;1;28
"291240 Ibipeba";2;-;-;2;14;4;1;1;3;1;4;1;2;-;-;-;-;-;35
"291250 Ibipitanga";2;-;-;4;7;5;-;-;-;2;8;-;1;-;-;-;1;1;31
"291260 Ibiquera";-;-;-;1;3;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"291270 Ibirapitanga";1;1;-;2;14;2;-;-;2;1;2;1;2;-;-;-;-;-;28
"291280 Ibirapuã";-;1;-;3;5;1;-;-;2;-;4;-;-;-;-;-;-;-;16
"291290 Ibirataia";2;2;-;5;18;2;1;-;3;3;8;1;2;-;-;-;1;3;51
"291300 Ibitiara";1;-;-;3;6;1;1;-;2;1;6;1;1;-;-;-;-;2;25
"291310 Ibititá";1;1;-;1;7;2;-;-;3;1;3;-;1;-;-;-;-;-;20
"291320 Ibotirama";2;2;-;13;29;7;1;1;4;5;15;-;3;-;1;-;-;2;85
"291330 Ichu";2;1;-;6;5;-;-;1;-;3;1;-;1;-;-;-;-;-;20
"291340 Igaporã";4;-;-;4;9;4;-;-;2;3;11;1;2;-;-;-;-;-;40
"291345 Igrapiúna";1;-;-;8;12;2;-;-;4;1;3;-;1;-;-;-;-;1;33
"291350 Iguaí";2;-;-;5;12;4;1;-;2;2;9;2;1;1;-;-;1;1;43
"291360 Ilhéus";30;13;4;88;229;60;16;9;9;32;106;28;22;2;7;-;83;38;776
"291370 Inhambupe";2;-;-;7;17;2;-;2;8;2;15;-;3;-;-;-;2;2;62
"291380 Ipecaetá";2;1;-;4;7;3;-;-;3;-;-;1;1;-;-;-;-;1;23
"291390 Ipiaú";3;-;-;14;41;12;2;-;7;2;30;4;4;-;2;-;10;1;132
"291400 Ipirá";4;2;1;9;26;8;2;3;11;3;22;-;1;1;1;-;8;3;105
"291410 Ipupiara";-;1;-;2;11;2;-;-;2;1;2;-;2;-;-;-;-;1;24
"291420 Irajuba";1;-;-;2;6;2;-;-;1;1;2;-;2;-;-;-;-;1;18
"291430 Iramaia";1;-;-;4;10;2;-;-;5;1;2;-;1;-;-;-;-;2;28
"291440 Iraquara";2;-;-;5;6;5;1;-;4;3;8;-;3;-;-;-;-;2;39
"291450 Irará";1;1;1;3;11;3;1;1;3;4;9;-;1;-;-;-;1;1;41
"291460 Irecê";20;11;7;42;106;31;7;10;8;14;40;13;19;1;3;-;42;7;381
"291465 Itabela";5;3;-;7;28;5;-;-;2;2;11;2;3;1;-;-;2;1;72
"291470 Itaberaba";8;8;-;16;40;16;4;2;13;5;27;1;10;2;1;-;8;9;170
"291480 Itabuna";18;15;7;92;319;110;17;16;9;38;151;30;60;3;8;-;198;52;1143
"291490 Itacaré";1;-;-;8;20;2;-;-;3;2;6;-;3;-;-;-;-;2;47
"291500 Itaeté";1;1;-;6;9;1;-;-;4;2;6;-;2;1;-;-;-;2;35
"291510 Itagi";-;1;-;3;11;1;-;-;3;-;5;-;-;-;-;-;-;2;26
"291520 Itagibá";1;-;-;1;12;2;-;-;5;1;3;-;1;-;-;-;-;1;27
"291530 Itagimirim";1;2;-;3;6;1;-;1;-;1;3;-;-;-;-;-;-;-;18
"291535 Itaguaçu da Bahia";1;-;-;1;8;-;-;-;4;1;3;1;-;-;-;-;-;2;21
"291540 Itaju do Colônia";-;-;-;1;6;2;-;-;3;1;2;-;-;-;-;-;-;-;15
"291550 Itajuípe";2;-;1;1;11;5;-;-;3;1;3;-;3;-;-;-;-;2;32
"291560 Itamaraju";6;1;1;14;67;11;3;2;13;4;14;6;7;1;3;-;7;2;162
"291570 Itamari";2;1;-;3;9;-;-;-;2;-;2;-;-;-;-;-;-;-;19
"291580 Itambé";3;4;-;5;15;5;-;-;3;4;6;1;3;-;-;-;1;1;51
"291590 Itanagra";-;1;-;-;8;1;-;-;1;-;2;-;-;-;-;-;-;1;14
"291600 Itanhém";3;3;-;3;24;2;1;-;2;3;14;1;1;-;1;-;2;1;61
"291610 Itaparica";5;1;1;4;25;4;1;2;7;4;13;2;2;1;1;-;1;4;78
"291620 Itapé";-;1;-;2;9;1;-;-;1;2;4;-;-;-;-;-;-;-;20
"291630 Itapebi";-;1;-;3;12;2;-;-;3;1;5;-;1;-;-;-;-;-;28
"291640 Itapetinga";9;7;4;21;54;22;5;3;7;6;34;4;18;-;2;-;25;15;236
"291650 Itapicuru";3;1;1;8;19;4;-;1;8;2;11;2;3;1;-;-;-;3;67
"291660 Itapitanga";-;-;-;-;7;1;-;-;2;1;1;-;-;-;-;-;-;1;13
"291670 Itaquara";-;1;-;4;7;1;-;-;2;1;2;-;1;-;-;-;-;-;19
"291680 Itarantim";4;1;-;3;12;5;-;-;2;1;7;1;2;-;-;-;-;1;39
"291685 Itatim";1;-;-;8;15;2;-;-;1;2;5;-;1;-;-;-;-;1;36
"291690 Itiruçu";-;1;-;2;7;2;-;-;3;-;3;-;1;-;-;-;-;1;20
"291700 Itiúba";3;2;-;3;8;2;1;-;7;3;7;1;2;-;-;-;-;1;40
"291710 Itororó";1;2;-;2;13;3;-;-;3;1;7;-;1;-;-;-;2;1;36
"291720 Ituaçu";-;-;-;3;12;1;-;1;4;-;6;1;-;-;-;-;1;-;29
"291730 Ituberá";3;1;-;4;12;3;1;-;4;1;7;-;3;-;-;-;-;4;43
"291733 Iuiú";-;1;-;-;5;2;-;-;3;1;2;-;1;-;-;-;-;-;15
"291735 Jaborandi";-;1;-;6;17;2;-;-;-;2;5;-;1;-;-;-;-;1;35
"291740 Jacaraci";1;1;-;4;13;2;-;-;-;1;7;-;1;-;-;-;-;-;30
"291750 Jacobina";9;7;-;26;61;15;6;3;18;7;62;5;8;3;4;-;19;7;260
"291760 Jaguaquara";3;3;-;11;39;15;1;-;5;1;17;3;5;-;1;-;5;3;112
"291770 Jaguarari";-;2;-;8;13;3;1;-;7;1;13;-;2;-;-;-;-;2;52
"291780 Jaguaripe";1;1;-;1;8;2;-;-;3;1;4;-;1;-;-;-;-;-;22
"291790 Jandaíra";-;-;-;1;3;2;-;-;2;-;4;1;-;-;-;-;-;-;13
"291800 Jequié";15;14;4;74;223;44;6;6;16;15;55;20;18;-;7;-;52;15;584
"291810 Jeremoabo";4;1;-;10;31;10;2;1;8;2;9;1;3;-;2;-;3;10;97
"291820 Jiquiriçá";-;-;-;4;6;1;-;-;2;1;2;-;-;-;-;-;-;-;16
"291830 Jitaúna";2;2;-;2;16;2;-;-;1;1;5;-;1;-;-;-;-;1;33
"291835 João Dourado";1;-;-;1;8;1;-;1;2;-;1;-;-;-;-;-;-;-;15
"291840 Juazeiro";29;13;18;121;260;52;10;25;48;18;101;25;20;5;9;-;110;26;890
"291845 Jucuruçu";1;1;-;2;12;1;-;-;4;2;2;-;1;-;-;-;-;-;26
"291850 Jussara";-;1;-;-;7;2;-;-;3;-;5;-;-;-;-;-;-;1;19
"291855 Jussari";-;-;-;1;5;3;-;-;3;1;3;-;1;-;-;-;-;-;17
"291860 Jussiape";-;-;-;5;7;-;-;-;1;-;4;-;-;-;-;-;-;-;17
"291870 Lafaiete Coutinho";-;1;-;-;7;1;-;-;2;1;2;-;1;-;-;-;-;-;15
"291875 Lagoa Real";-;-;-;1;5;2;-;-;4;1;5;-;1;-;-;-;-;-;19
"291880 Laje";1;2;-;4;19;3;-;-;4;1;7;1;1;-;1;-;1;3;48
"291890 Lajedão";-;1;-;1;10;2;-;-;2;1;4;-;1;-;-;-;-;-;22
"291900 Lajedinho";-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;3
"291905 Lajedo do Tabocal";-;-;-;-;5;1;-;-;3;-;1;-;-;-;-;-;-;-;10
"291910 Lamarão";1;-;-;-;5;2;-;-;3;1;3;-;1;-;-;-;-;1;17
"291915 Lapão";3;2;1;3;19;3;1;-;7;1;3;-;1;-;-;-;-;1;45
"291920 Lauro de Freitas";34;21;7;94;147;66;38;48;23;29;104;49;46;5;56;1;155;31;954
"291930 Lençóis";-;-;-;2;5;2;-;-;2;1;1;-;2;-;-;-;-;1;16
"291940 Licínio de Almeida";-;1;-;2;13;3;-;-;3;1;7;-;1;-;-;-;-;1;32
"291950 Livramento de Nossa Senhora";4;4;-;11;35;9;3;1;5;5;19;2;7;1;2;-;5;1;114
"291955 Luís Eduardo Magalhães";3;9;2;20;36;26;6;4;6;3;61;5;12;3;-;-;10;11;217
"291960 Macajuba";-;1;-;4;8;-;-;-;2;-;4;-;-;-;-;-;-;-;19
"291970 Macarani";1;1;-;-;13;4;-;-;2;1;5;-;1;-;-;-;-;-;28
"291980 Macaúbas";5;3;-;12;30;9;1;1;10;2;13;1;4;1;-;-;4;4;100
"291990 Macururé";2;-;-;-;5;1;-;-;7;1;7;-;1;-;-;-;-;-;24
"291992 Madre de Deus";6;2;7;14;28;8;2;1;4;4;15;9;3;-;-;-;4;3;110
"291995 Maetinga";1;-;-;10;10;2;-;-;2;1;7;-;1;-;1;-;-;-;35
"292000 Maiquinique";-;-;-;3;8;1;-;-;1;1;-;-;-;-;-;-;-;-;14
"292010 Mairi";4;1;-;4;24;2;-;-;2;3;10;1;-;-;-;-;2;-;53
"292020 Malhada";-;1;-;2;5;-;-;-;3;-;4;-;-;-;-;-;-;-;15
"292030 Malhada de Pedras";-;-;-;-;4;-;-;-;1;-;3;-;-;-;-;-;-;-;8
"292040 Manoel Vitorino";-;-;-;-;17;-;-;-;3;-;2;1;-;-;-;-;-;1;24
"292045 Mansidão";-;-;-;1;-;-;-;-;3;-;2;-;-;-;-;-;-;-;6
"292050 Maracás";1;2;-;3;14;2;1;-;4;1;7;-;1;-;-;-;-;1;37
"292060 Maragogipe";3;1;-;6;23;5;-;-;9;1;9;1;1;-;-;-;-;1;60
"292070 Maraú";1;-;-;3;13;3;-;-;3;1;5;1;3;-;-;-;-;3;36
"292080 Marcionílio Souza";-;-;-;-;7;1;-;-;2;-;3;-;-;-;-;-;1;1;15
"292090 Mascote";1;2;-;-;5;3;-;-;3;-;7;-;-;-;-;-;-;-;21
"292100 Mata de São João";1;-;3;14;23;10;1;5;11;2;22;3;4;-;2;-;9;2;112
"292105 Matina";2;2;-;5;7;1;-;-;-;1;3;-;-;-;-;-;-;-;21
"292110 Medeiros Neto";4;2;3;3;21;8;1;-;6;3;12;-;2;1;2;-;4;2;74
"292120 Miguel Calmon";3;1;-;5;17;3;-;-;5;2;7;2;1;-;-;-;3;2;51
"292130 Milagres";1;-;-;2;7;-;-;-;4;-;1;-;-;-;-;-;-;-;15
"292140 Mirangaba";2;1;-;1;8;2;1;-;2;-;2;-;1;-;1;-;-;-;21
"292145 Mirante";-;-;-;-;6;4;-;-;3;1;3;-;1;-;-;-;-;-;18
"292150 Monte Santo";4;2;-;3;17;3;4;-;9;3;5;-;4;-;-;-;-;3;57
"292160 Morpará";-;-;-;-;7;-;-;-;3;-;2;-;-;-;-;-;-;-;12
"292170 Morro do Chapéu";5;2;1;4;30;5;-;-;12;3;14;1;3;-;-;-;3;2;85
"292180 Mortugaba";1;-;-;6;9;3;-;-;3;1;8;-;1;-;-;-;-;-;32
"292190 Mucugê";2;1;-;3;10;-;1;-;1;1;4;1;1;-;-;-;-;1;26
"292200 Mucuri";-;4;-;12;17;9;3;3;5;3;20;3;5;-;-;-;9;4;97
"292205 Mulungu do Morro";-;1;-;1;9;-;-;-;-;1;4;-;1;-;-;-;-;-;17
"292210 Mundo Novo";2;1;-;2;10;3;-;-;6;2;7;1;1;-;-;-;-;-;35
"292220 Muniz Ferreira";1;1;-;1;6;1;-;1;3;1;3;1;1;-;-;-;1;-;21
"292225 Muquém de São Francisco";-;-;-;-;8;1;-;-;2;-;5;-;-;-;-;-;-;-;16
"292230 Muritiba";1;2;-;9;23;5;-;-;6;1;12;-;2;-;-;-;4;2;67
"292240 Mutuípe";1;-;-;3;15;3;-;1;4;1;6;1;1;-;-;-;4;1;41
"292250 Nazaré";3;-;1;9;18;6;2;1;3;1;12;2;2;1;-;-;4;1;66
"292260 Nilo Peçanha";1;1;-;1;8;2;1;-;2;1;1;1;1;-;-;-;-;-;20
"292265 Nordestina";1;1;-;4;7;1;-;-;1;1;4;-;1;-;-;-;-;1;22
"292270 Nova Canaã";-;1;-;1;12;1;-;-;5;-;8;-;-;-;-;-;-;1;29
"292273 Nova Fátima";-;1;-;1;7;-;1;-;2;2;5;-;-;-;-;-;-;1;20
"292275 Nova Ibiá";1;-;-;1;6;1;-;-;1;1;2;-;1;-;-;-;-;-;14
"292280 Nova Itarana";1;-;-;1;5;3;-;-;3;1;2;-;1;-;-;-;-;-;17
"292285 Nova Redenção";-;-;-;-;5;-;-;-;3;-;1;-;-;-;-;-;-;-;9
"292290 Nova Soure";1;-;-;4;9;-;-;1;4;-;4;-;-;-;-;-;-;-;23
